Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000624222020,,,Budafok-Tétény Budapest XXII. Kerület Önkormányzata,15735856243,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,földgáz energia beszerzése 2020-2022,Árubeszerzés,66995829.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-09-30,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,77517000.0,HUF,66995829.0,HUF,Igen,,,Nem,Nem,Nincs adat,18194/2020,2020/S 197-475087,2020-10-08,Tájékoztató az eljárás eredményéről,-8 days,4976,Budafok-Tétény Budapest XXII. Kerület Önkormányzata,NKM Energia Zrt.
EKR000634162020,,,Budapest Főváros XIV. Kerület Zugló Önkormányzata|Zuglói Cserepes Kulturális Non-profit Korlátolt Felelősségű Társaság|Budapest főváros XIV. Kerület Zuglói Polgármesteri Hivatal|Zuglói Közbiztonsági nonprofit Kft.|Zuglói Egészségügyi Szolgálat|Zuglói Sport- és Rendezvényszervező Nonprofit Korlátolt Felelősségű Társaság|Zuglói Városgazdálkodási Közszolgáltató Zártkörűen Működő Részvénytársaság,15735777242|24120872242|15514004242|23084454242|15514750242|23088441242|12099461242,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Földgáz energia beszerzés 2020.10.01.-2022.09.30.,Árubeszerzés,138539490.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-09-30,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,198943284.0,HUF,138539490.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20.), Adószám: 26332392-2-44",,Nem,Nem,Nincs adat,18241/2020,2020/S 197-475388,2020-10-11,Tájékoztató az eljárás eredményéről,-11 days,4996,Budapest Főváros XIV. Kerület Zugló Önkormányzata|Zuglói Cserepes Kulturális Non-profit Korlátolt Felelősségű Társaság|Budapest főváros XIV. Kerület Zuglói Polgármesteri Hivatal|Zuglói Közbiztonsági nonprofit Kft.|Zuglói Egészségügyi Szolgálat|Zuglói Sport- és Rendezvényszervező Nonprofit Korlátolt Felelősségű Társaság|Zuglói Városgazdálkodási Közszolgáltató Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR000634302020,,,Budapest Főváros XIV. Kerület Zugló Önkormányzata|Zuglói Egészségügyi Szolgálat|Zuglói Sport- és Rendezvényszervező Nonprofit Korlátolt Felelősségű Társaság|Zuglói Városgazdálkodási Közszolgáltató Zártkörűen Működő Részvénytársaság|Budapest főváros XIV. Kerület Zuglói Polgármesteri Hivatal|Zuglói Közbiztonsági nonprofit Kft.,15735777242|15514750242|23088441242|12099461242|15514004242|23084454242,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Villamos energia beszerzése 2021-2022. évre,Árubeszerzés,160250928.0,HUF,09310000-5,09310000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2020-10-16,3.0,Nem,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság,"12928130244,HU12928130",HUN_1132_Budapest_Váci út  72-74.,Nem,233657972.0,HUF,160250928.0,HUF,Nem,,,Nem,Nem,Nincs adat,19345/2020,2020/S 213-521516,2020-11-02,Tájékoztató az eljárás eredményéről,-17 days,4997,Budapest Főváros XIV. Kerület Zugló Önkormányzata|Zuglói Egészségügyi Szolgálat|Zuglói Sport- és Rendezvényszervező Nonprofit Korlátolt Felelősségű Társaság|Zuglói Városgazdálkodási Közszolgáltató Zártkörűen Működő Részvénytársaság|Budapest főváros XIV. Kerület Zuglói Polgármesteri Hivatal|Zuglói Közbiztonsági nonprofit Kft.,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság
EKR000640772020,,,Nemzeti Sportközpontok,15598158242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz beszerzés NSK 2020-2021,Árubeszerzés,639933902.0,HUF,09123000-7,09123000-7,HU11|HU12|HU212|HU213|HU211|HU311|HU333|HU232,Nem,Nem,Igen,Nem,Igen,,2020-09-30,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,639933902.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft., 26332392-2-44",,Nem,Nem,Nincs adat,18225/2020,2020/S 203-493095,2020-10-19,Tájékoztató az eljárás eredményéről,-19 days,5096,Nemzeti Sportközpontok,NKM Energia Zrt.
EKR000644622020,,,Fővárosi Állat - és Növénykert,15490658242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz beszerzés FÁNK 2020-2022,Árubeszerzés,75192494.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-09-30,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,75192494.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft., 26332392-2-44",,Nem,Nem,Nincs adat,18430/2020,2020/S 204-495886,2020-10-20,Tájékoztató az eljárás eredményéről,-20 days,5113,Fővárosi Állat - és Növénykert,NKM Energia Zrt.
EKR000654012020,,,Eötvös Loránd Kutatási Hálózat Titkársága|Kísérleti Orvostudományi Kutatóintézet|Közgazdaság- és Regionális Tudományi Kutatóközpont|Csillagászati és Földtudományi Kutatóközpont|Természettudományi Kutatóközpont|Ökológiai Kutatóközpont|Agrártudományi Kutatóközpont,15840572141|15300526242|15300681243|15300320208|15329499243|15300540219|15300519207,Igen,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz energia beszerzése,Árubeszerzés,65362484.0,HUF,09123000-7,09123000-7,HU221|HU11|HU211|HU213,Nem,Nem,Igen,Nem,Igen,,2020-09-29,6.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,65362484.0,HUF,Nem,,,Nem,Nem,Nincs adat,18182/2020,2020/S 202-488584,2020-10-18,Tájékoztató az eljárás eredményéről,-19 days,5225,Eötvös Loránd Kutatási Hálózat Titkársága|Kísérleti Orvostudományi Kutatóintézet|Közgazdaság- és Regionális Tudományi Kutatóközpont|Csillagászati és Földtudományi Kutatóközpont|Természettudományi Kutatóközpont|Ökológiai Kutatóközpont|Agrártudományi Kutatóközpont,NKM Energia Zrt.
EKR000550242018,,,Magyar Energetikai és Közmű-szabályozási Hivatal,15814160241,Nem,Nem,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Földgázellátás beszerzése ,Árubeszerzés,11000000.0,HUF,09123000-7,09123000-7,HU11,Nem,Nem,Igen,Nem,Igen,,2018-09-28,2.0,Nem,NKM Földgázszolgáltató Zrt.,"10897830244,HU10897830",HUN_1081_Budapest_II. János Pál pápa Tér 20 ,Nem,16500000.0,HUF,11000000.0,HUF,Nem,,-,Nem,Nem,Nincs adat,19047/2018,,2018-10-18,Tájékoztató az eljárás eredményéről,-20 days,5231,Magyar Energetikai és Közmű-szabályozási Hivatal,NKM Földgázszolgáltató Zrt.
EKR000658032020,,,Nemzeti Adó- és Vámhivatal,15789934251,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Gazdasági és pénzügyek,Uniós eljárásrend,Nyílt eljárás,Szabadpiaci földgáz beszerzés 2020-2021. évre,Árubeszerzés,206488986.0,HUF,09123000-7,09123000-7,HU3|HU1|HU2,Nem,Nem,Igen,Nem,Igen,,2020-10-29,2.0,Nem,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság,"23720448241,HU23720448",HUN_1131_Budapest_Babér Utca 1-5.,Nem,,HUF,206488986.0,HUF,Nem,,,Nem,Nem,Nincs adat,20158/2020,2020/S 217-530348,2020-11-05,Tájékoztató az eljárás eredményéről,-7 days,5240,Nemzeti Adó- és Vámhivatal,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság
EKR000658102020,,,Nemzeti Adó- és Vámhivatal,15789934251,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Gazdasági és pénzügyek,Uniós eljárásrend,Nyílt eljárás,Szabadpiaci villamos energia beszerzése 2021. évre,Árubeszerzés,962550000.0,HUF,09310000-5,09310000-5,HU1|HU2|HU3,Nem,Nem,Igen,Nem,Igen,,2020-11-11,2.0,Nem,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság ,"24765648244,HU24765648,01-09-181155",HUN_1134_Budapest_Váci Út 17.,Nem,,HUF,962550000.0,HUF,Nem,,,Nem,Nem,Nincs adat,21118/2020,2020/S 225-553062,2020-11-18,Tájékoztató az eljárás eredményéről,-7 days,5241,Nemzeti Adó- és Vámhivatal,E.ON Energiakereskedelmi Korlátolt Felelősségű Társaság 
EKR000665292020,2,Elektromos gépjármű beszerzése_2,Nagykanizsa Megyei Jogú Város Önkormányzata,15734446220,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Elektromos gépjármű beszerzés ,Árubeszerzés,17588850.0,HUF,34100000-8,34100000-8,HU223,Igen,Nem,Igen,Nem,Igen,,2020-11-03,2.0,Nem,DUNA AUTÓ Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság,"12135790244,HU12135790",HUN_1037_Budapest_Zay Utca 24,Igen,,HUF,8794425.0,HUF,Nem,,,Nem,Nem,Nincs adat,20865/2020,,2020-11-23,Tájékoztató az eljárás eredményéről,-20 days,5263,Nagykanizsa Megyei Jogú Város Önkormányzata,DUNA AUTÓ Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság
EKR000669762020,,,KALOCSAI VAGYONHASZNOSÍTÁSI és KÖNYVVEZETŐ Nonprofit Korlátolt Felelősségű Társaság,23900774203,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Gazdasági és pénzügyek,Uniós eljárásrend,Nyílt eljárás,földgáz energia beszerzés 2020-2022,Árubeszerzés,106323119.0,HUF,09123000-7,09123000-7,HU331,Nem,Nem,Igen,Nem,Igen,,2020-09-30,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,108886910.0,HUF,106323119.0,HUF,Igen,NKM Ügyfélkapcsolati Kft. Adószám: 26332392-2-44,,Nem,Nem,Nincs adat,18144/2020,2020/S 197-474874,2020-10-08,Tájékoztató az eljárás eredményéről,-8 days,5270,KALOCSAI VAGYONHASZNOSÍTÁSI és KÖNYVVEZETŐ Nonprofit Korlátolt Felelősségű Társaság,NKM Energia Zrt.
EKR000671662020,,,Alkotmánybíróság,15324793241,Nem,Nem,N - Központi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Földgáz szállítása adásvételi szerződés keretében,Árubeszerzés,9351580.0,HUF,09123000-7,09123000-7,HU11,Nem,Nem,Igen,Nem,Igen,,2020-09-30,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,15000000.0,HUF,9351580.0,HUF,Nem,NKM Ügyfélkapcsolati Kft. 26332392-2-44,Magyar Földgázkereskedő Zrt.; 12543300-2-44; P2 - számviteli beszámolók és eredmény,Nem,Nem,Nincs adat,18470/2020,,2020-10-07,Tájékoztató az eljárás eredményéről,-7 days,5273,Alkotmánybíróság,NKM Energia Zrt.
EKR000104702018,,,Újpesti Torna Egylet,19803124241,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Pályakarbantartó gépek és tartozékok beszerzése,Árubeszerzés,34643000.0,HUF,16000000-5,16000000-5,HU11,Igen,Nem,Igen,Nem,Igen,,2018-06-26,2.0,Nem,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság,"10668586209,HU10668586",HUN_4181_Nádudvar_Bem József  Utca 1. ,Nem,36600000.0,HUF,34643000.0,HUF,Nem,,,Nem,Nem,Nincs adat,12284/2018,,2019-02-17,Tájékoztató az eljárás eredményéről,-236 days,5367,Újpesti Torna Egylet,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság
EKR000692232020,,,Kiskunfélegyháza Város Önkormányzata|Kiskunfélegyházi Polgármesteri Hivatal|Szivárvány Személyes Gondoskodást Nyújtó Intézmény|Félegyházi Szabadidő és Sport Nonprofit Kft.|Félegyházi Városfenntartó Nonprofit Korlátolt Felelősségű Társaság|KAPOCS Szociális és Gyermekvédelmi Intézmény|Félegyházi Egészségügyi Nonprofit Korlátolt Felelősségű Társaság,15724739203|15338284203|15340931203|26264040203|26264033203|16640320203|26679372203,Igen,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"""Villamos energia beszerzése 2021. évre""",Árubeszerzés,42158825.0,HUF,09310000-5,09310000-5,HU331,Nem,Nem,Igen,Nem,Igen,,2020-09-23,3.0,Nem,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság,"12928130244,HU12928130",HUN_1132_Budapest_Váci út  72-74.,Nem,52944500.0,HUF,42158825.0,HUF,Nem,,,Nem,Nem,Nincs adat,17796/2020,,2020-09-30,Tájékoztató az eljárás eredményéről,-7 days,5378,Kiskunfélegyháza Város Önkormányzata|Kiskunfélegyházi Polgármesteri Hivatal|Szivárvány Személyes Gondoskodást Nyújtó Intézmény|Félegyházi Szabadidő és Sport Nonprofit Kft.|Félegyházi Városfenntartó Nonprofit Korlátolt Felelősségű Társaság|KAPOCS Szociális és Gyermekvédelmi Intézmény|Félegyházi Egészségügyi Nonprofit Korlátolt Felelősségű Társaság,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság
EKR000694052020,,,Bábolna Nemzeti Ménesbirtok,15833710211,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Földgáz beszerzés/2020,Árubeszerzés,127720717.0,HUF,09123000-7,09123000-7,HU212,Nem,Nem,Igen,Nem,Igen,,2020-10-30,2.0,Nem,E2 Hungary Energiakereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság,"25343502244,HU25343502",HUN_1117_Budapest_Infopark Sétány 1.,Nem,,HUF,127720717.0,HUF,Nem,,,Nem,Nem,Nincs adat,20249/2020,2020/S 225-553063,2020-11-18,Tájékoztató az eljárás eredményéről,-19 days,5379,Bábolna Nemzeti Ménesbirtok,E2 Hungary Energiakereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság
EKR000723282020,,,Nagykanizsa Megyei Jogú Város Önkormányzata|Kanizsai Kulturális Központ|Nagykanizsai Egyesített Szociális Intézmény|Kanizsa Uszoda Szolgáltató Egyszemélyes Korlátolt Felelősségű Társaság|Nagykanizsa Megyei Jogú Város Polgármesteri Hivatala|Nagykanizsa Központi Óvoda|Halis István Városi Könyvtár|Nagykanizsa Vagyongazdálkodási és Szolgáltató Zártkörűen műküdő Részvénytársaság,15734446220|15760614220|16901412220|11355177220|15432694220|16901247220|16901151220|14482270220,Igen,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Földgáz beszerzés 2020,Árubeszerzés,27953944.0,HUF,09123000-7,09123000-7,HU223,Nem,Nem,Igen,Nem,Igen,,2020-09-25,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,27953944.0,HUF,Nem,"NKM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20.) 26332392-2-44",,Nem,Nem,Nincs adat,17976/2020,,2020-10-05,Tájékoztató az eljárás eredményéről,-10 days,5531,Nagykanizsa Megyei Jogú Város Önkormányzata|Kanizsai Kulturális Központ|Nagykanizsai Egyesített Szociális Intézmény|Kanizsa Uszoda Szolgáltató Egyszemélyes Korlátolt Felelősségű Társaság|Nagykanizsa Megyei Jogú Város Polgármesteri Hivatala|Nagykanizsa Központi Óvoda|Halis István Városi Könyvtár|Nagykanizsa Vagyongazdálkodási és Szolgáltató Zártkörűen műküdő Részvénytársaság,NKM Energia Zrt.
EKR000733742020,,,Országos Vízügyi Főigazgatóság,15796019241,Nem,Nem,U - Egyéb típus:,KL - Környezetvédelem,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Távirányítású gumihevederes földmű fenntartógép,Árubeszerzés,24190000.0,HUF,16000000-5,16000000-5,HU211,Igen,Nem,Igen,Nem,Igen,,2020-11-16,1.0,Nem,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság,"10668586209,HU10668586",HUN_4181_Nádudvar_Bem József  Utca 1.,Nem,,HUF,24190000.0,HUF,Nem,,,Nem,Nem,Nincs adat,21659/2020,,2020-11-22,Tájékoztató az eljárás eredményéről,-6 days,5560,Országos Vízügyi Főigazgatóság,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság
EKR000716192020,,,Pest Megyei Kormányhivatal,15789350241,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Személygépjárművek beszerzése,Árubeszerzés,61656140.0,HUF,34110000-1,34110000-1,HU,Igen,Nem,Igen,Igen,Igen,,2020-10-12,2.0,Nem,DUNA AUTÓ Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság,"12135790244,HU12135790",HUN_1037_Budapest_Zay Utca 24,Igen,,HUF,61656140.0,HUF,Nem,,,Nem,Nem,Nincs adat,19178/2020,,2020-10-19,Tájékoztató az eljárás eredményéről,-7 days,5580,Pest Megyei Kormányhivatal,DUNA AUTÓ Kereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság
EKR000555982018,,,Kecskeméti Tankerületi Központ,15835200203,Nem,Nem,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Földgáz beszerzése a 2018-2019. gázévre,Árubeszerzés,62736833.0,HUF,09123000-7,09123000-7,HU331,Nem,Nem,Igen,Nem,Igen,,2018-10-26,6.0,Nem,E2 Hungary Energiakereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság,"25343502244,HU25343502",HUN_1117_Budapest_Infopark Sétány 1. ,Nem,,HUF,62736833.0,HUF,Nem,,,Nem,Nem,Nincs adat,21001/2018,,2018-11-25,Tájékoztató az eljárás eredményéről,-30 days,5585,Kecskeméti Tankerületi Központ,E2 Hungary Energiakereskedelmi és Szolgáltató Zártkörűen Működő Részvénytársaság
EKR000727202020,,,Budapesti Operettszínház,15490744242,Nem,Nem,U - Egyéb típus:,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Földgáz beszerzése a 2020-2021 évre,Árubeszerzés,13988333.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-09-30,4.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,13988333.0,HUF,Nem,,,Nem,Nem,Nincs adat,18636/2020,,2020-10-15,Tájékoztató az eljárás eredményéről,-15 days,5619,Budapesti Operettszínház,NKM Energia Zrt.
EKR000750222020,,,Madách Színház Nonprofit Korlátolt Felelősségű Társaság.,21974593242,Nem,Nem,N - Közjogi szervezet,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),villamos energia beszerzése,Árubeszerzés,20799641.0,HUF,09310000-5,09310000-5,HU120,Nem,Nem,Igen,Nem,Igen,,2020-09-24,3.0,Nem,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság,"23720448241,HU23720448",HUN_1131_Budapest_Babér Utca 1-5.,Nem,23000000.0,HUF,20799641.0,HUF,Nem,,,Nem,Nem,Nincs adat,17776/2020,,2020-09-29,Tájékoztató az eljárás eredményéről,-5 days,5681,Madách Színház Nonprofit Korlátolt Felelősségű Társaság.,ALTEO Energiakereskedő Zártkörűen Működő Részvénytársaság
EKR000741002020,,,Budapesti Operettszínház,15490744242,Nem,Nem,U - Egyéb típus:,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Villamos áram beszerzése 2021. évre,Árubeszerzés,40000000.0,HUF,09310000-5,09310000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2020-11-16,2.0,Nem,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság,"12928130244,HU12928130",HUN_1132_Budapest_Váci út  72-74.,Nem,,HUF,40000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,21449/2020,,2020-11-19,Tájékoztató az eljárás eredményéről,-3 days,5737,Budapesti Operettszínház,ELMŰ-ÉMÁSZ Energiakereskedő Korlátolt Felelősségű Társaság
EKR000787192020,,,A.K.S.D. Városgazdálkodási Korlátolt Felelősségű Társaság,10678750209,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Gázenergia beszerzése 2020-2022. gázévre,Árubeszerzés,44881930.0,HUF,09123000-7,09123000-7,HU321,Nem,Nem,Igen,Nem,Igen,,2020-09-30,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,59005334.0,HUF,44881930.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20.), 26332392-2-44",,Nem,Nem,Nincs adat,18019/2020,,2020-10-04,Tájékoztató az eljárás eredményéről,-4 days,5912,A.K.S.D. Városgazdálkodási Korlátolt Felelősségű Társaság,NKM Energia Zrt.
EKR000778732020,,,Budapest Főváros Főpolgármesteri Hivatal,15490012241,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Földgázbeszerzés a 2020-2021. évekre,Árubeszerzés,28037469.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-10-15,4.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,33118382.0,HUF,28037469.0,HUF,Igen,NKM Ügyfélkapcsolati Korlátolt Feleősségű Társaság; adószám: 26332392-2-44,,Nem,Nem,Nincs adat,19471/2020,,2020-10-29,Tájékoztató az eljárás eredményéről,-14 days,5969,Budapest Főváros Főpolgármesteri Hivatal,NKM Energia Zrt.
EKR000812162020,,,BARANYA-VÍZ Víziközmű Szolgáltató Zártkörűen Működő Részvénytársaság,24257017202,Nem,Nem,,KO - Víz,Uniós eljárásrend,Nyílt eljárás,Villamosenergia beszerzése 2021,Árubeszerzés,193965770.0,HUF,09310000-5,09310000-5,HU231,Nem,Nem,Igen,Nem,Igen,,2020-11-06,2.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,193965770.0,HUF,Nem,,,Nem,Nem,Nincs adat,21643/2020,2020/S 237-586292,2020-12-06,Tájékoztató az eljárás eredményéről,-30 days,6145,BARANYA-VÍZ Víziközmű Szolgáltató Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
