Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000338592021,,,Győr Megyei Jogú Város Önkormányzata,15735595208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Győr, Kassák úti Bölcsőde felújítás",Építési beruházás,222839423.0,HUF,45453100-8,45315000-8|45453100-8|45000000-7|45330000-9|45331000-6|45331100-7,HU221,Igen,Nem,Igen,Nem,Igen,,2021-07-07,3.0,Nem,Bellmann Magas- és Mélyépítő Kft.,23479836208,HUN_9026_Győr_Galántai  Út 34,Igen,,HUF,222839423.0,HUF,Igen,jelenleg nem ismert,,Nem,Nem,Nincs adat,13365/2021,,2021-07-13,Tájékoztató az eljárás eredményéről,-6 days,12342,Győr Megyei Jogú Város Önkormányzata,Bellmann Magas- és Mélyépítő Kft.
EKR000346852021,,,Debreceni Egyetem,15329750409,Nem,Nem,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,DEK-1020_Külterületi ingatlanok vill.en. ellátása,Építési beruházás,157190226.0,HUF,45317200-4,45331000-6|45223210-1|45210000-2|45300000-0|45310000-3,HU321,Igen,Nem,Igen,Nem,Igen,,2021-05-18,3.0,Nem,"Ed-Lux Villamosipari Kivitelező, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság",13346395209,HUN_4032_Debrecen_Lóverseny Utca 5.,Igen,,HUF,157190226.0,HUF,Nem,,,Nem,Nem,Nincs adat,9395/2021,,2021-05-26,Tájékoztató az eljárás eredményéről,-8 days,12362,Debreceni Egyetem,"Ed-Lux Villamosipari Kivitelező, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000344272021,,,Győr Megyei Jogú Város Önkormányzata,15735595208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Győrszentiváni bölcsőde energetikai korszerűsítése,Építési beruházás,129587558.0,HUF,45000000-7,45000000-7|45315000-8|45321000-3|45331110-0|45315100-9,HU221,Igen,Nem,Igen,Igen,Igen,,2021-11-19,8.0,Nem,TERÁN Építőipari Kereskedelmi és Szolgáltató Kft.,"11129541208,HU11129541.",HUN_9024_Győr_Pápai út  21,Igen,144425197.0,HUF,129587558.0,HUF,Igen,"""TÉSZER"" Kft. (székhely: 9028 Győr, Fehérvári út 191., cjsz: 08-09-000563, adószám: 10369452-2-08), Schmiedt Zsolt egyéni vállalkozó (székhely: 9024 Győr, Török István utca 26. fszt. 2., nyilvántartási szám: 5207934, adószám: 47003606-2-28)","III.1.3) M.1.2) : ""TÉSZER"" Kft. (székhely: 9028 Győr, Fehérvári út 191., cjsz: 08-09-000563, III.1.3) M.1.3): Schmiedt Zsolt egyéni vállalkozó (székhely: 9024 Győr, Török István utca 26. fszt. 2., nyilvántartási szám: 5207934, adószám: 47003606-2-28)",Nem,Nem,Nincs adat,23248/2021,,2021-11-25,Tájékoztató az eljárás eredményéről,-6 days,12392,Győr Megyei Jogú Város Önkormányzata,TERÁN Építőipari Kereskedelmi és Szolgáltató Kft.
EKR000370042021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Mosonmagyaróvár, déli teherm. út megvalósítása",Építési beruházás,4597549601.0,HUF,45233120-6,45233123-7|45233128-2|45233124-4|45233125-1|45233121-3|45233162-2|45233144-0,HU221,Igen,Nem,Igen,Nem,Igen,,2021-09-30,7.0,Nem,STR Mély- és Magasépítő Korlátolt Felelősségű Társaság,"25355929443,01-09-270371",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,4597549601.0,HUF,Igen,"STRABAG Általános Építő Kft. (1117 Budapest, Gábor Dénes u. 2. Infopark D épület, adószám: 11705053-4-44); STRABAG Építő Kft. (1117 Budapest, Gábor Dénes u. 2. Infopark D épület, adószám: 12961555-4-43 )","STRABAG Általános Építő Kft. (1117 Budapest, Gábor Dénes u. 2. Infopark D épület, adószám: 11705053-4-44)- M/1.1); M/1.2); STRABAG Építő Kft. (1117 Budapest, Gábor Dénes u. 2. Infopark D épület, adószám: 12961555-4-43 ) - M/2.1.",Nem,Nem,Nincs adat,19621/2021,2021/S 202-526636,2021-10-18,Tájékoztató az eljárás eredményéről,-18 days,12493,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,STR Mély- és Magasépítő Korlátolt Felelősségű Társaság
EKR000357412021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,M44 Kecskemét-Szentkirály közötti szakasz,Építési beruházás,106996116898.0,HUF,45000000-7,65000000-3|45221110-6|45233140-2|45232450-1|45233120-6,HU331|HU120,Igen,Nem,Igen,Igen,Igen,,2021-12-21,3.0,Nem,Hódmezővásárhelyi Útépitő Korlátolt Felelősségű Társaság,11081423403,HUN_6060_Tiszakécske_Béke Utca 150.,Nem,110105966737.0,HUF,106996116898.0,HUF,Igen,"Duna Aszfalt Zrt. (6060 Tiszakécske, Béke utca 150.), Adószám: 28733232-4-03","Duna Aszfalt Zrt. (6060 Tiszakécske, Béke utca 150.), Adószám: 28733232-4-03 - Ajánlati felhívás III.1.3) M/1.1, M/1.2, M/1.3, M/2.1., M/2.2.",Nem,Nem,Nincs adat,26164/2021,2022/S 005-005563,2022-01-06,Tájékoztató az eljárás eredményéről,-16 days,12519,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Hódmezővásárhelyi Útépitő Korlátolt Felelősségű Társaság
EKR000372552021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,NY-i városrész kerékpárforg.-i létesítmények kial.,Építési beruházás,318233951.0,HUF,45233162-2,45111290-7|45233162-2|45231000-5|45231300-8,HU321,Igen,Nem,Igen,Igen,Igen,,2021-09-23,2.0,Nem,"D-PROFIL Építő, Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság","10680476209,HU10680476",HUN_4030_Debrecen_Ozmán Utca 9,Igen,,HUF,318233951.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,18758/2021,2021/S 191-493584,2021-09-30,Tájékoztató az eljárás eredményéről,-7 days,12577,Debrecen Megyei Jogú Város Önkormányzata,"D-PROFIL Építő, Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000372932021,,,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Gépészeti gyorsszolgálati feladatok ellátása,Építési beruházás,210000000.0,HUF,45300000-0,45300000-0|45330000-9|45350000-5|45320000-6,HU110,Igen,Nem,Igen,Nem,Igen,,2021-04-30,4.0,Nem,IMMO Szervíz Szolgáltató és Épületkezelő Korlátolt felelősségű társaság,12030705243,HUN_1123_Budapest_Alkotás Utca 7/B. II/2.,Igen,210000000.0,HUF,210000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,8230/2021,,2021-05-05,Tájékoztató az eljárás eredményéről,-5 days,12578,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,IMMO Szervíz Szolgáltató és Épületkezelő Korlátolt felelősségű társaság
EKR000385312021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Mézeshegy és Pipóhegy utcák útépítése",Építési beruházás,148762315.0,HUF,45233228-3,45232450-1|45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2021-08-31,5.0,Nem,"""KUSZI"" Közmű-, Út- és Szolgáltató Ipari Mérnöki Tervező és Kivitelező Korlátolt Felelősségű Társaság","11620444209,HU11620444",HUN_4032_Debrecen_Nagyerdei Krt. 62. B. ép. 2. em. 5.,Igen,,HUF,148762315.0,HUF,Nem,,,Nem,Nem,Nincs adat,17068/2021,2021/S 174-452909,2021-09-08,Tájékoztató az eljárás eredményéről,-8 days,12696,Debrecen Megyei Jogú Város Önkormányzata,"""KUSZI"" Közmű-, Út- és Szolgáltató Ipari Mérnöki Tervező és Kivitelező Korlátolt Felelősségű Társaság"
EKR000133872018,,,Budapest Főváros IX. kerület Ferencváros Önkormányzata,15735722243,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Bp.,IX.ker. intézmény felújítás (III. csomag)",Építési beruházás,20784739.0,HUF,45000000-7,45000000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2018-07-20,2.0,Nem,Precíz Kft.,12380189243,HUN_1094_Budapest_Tompa Utca 15/B ,Igen,17345000.0,HUF,20784739.0,HUF,Nem,,,Nem,Nem,Nincs adat,13243/2018,,2018-07-26,Tájékoztató az eljárás eredményéről,-6 days,13095,Budapest Főváros IX. kerület Ferencváros Önkormányzata,Precíz Kft.
EKR000442132021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Pályafelújítási munkák elvégzése,Építési beruházás,184567513.0,HUF,45000000-7,71220000-6|45000000-7,HU11,Igen,Nem,Igen,Nem,Igen,,2021-05-05,2.0,Nem,EBP Építő Group Kft,24767640243,HUN_1126_Budapest_Kiss János altábornagy Utca 11. fsz.,Igen,,HUF,184567513.0,HUF,Igen,Tomkáné Kovács Krisztina,,Nem,Nem,Nincs adat,9073/2021,,2021-06-01,Tájékoztató az eljárás eredményéről,-27 days,13210,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",EBP Építő Group Kft
EKR000456852021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Nyíregyháza,Nagykörút DNY-i szakasz négysávosítása",Építési beruházás,5578144901.0,HUF,45233228-3,45231200-7|45233125-1|45233228-3|45233221-4|45221111-3|45230000-8,HU323,Igen,Nem,Igen,Nem,Igen,,2021-09-24,2.0,Igen,ZEMPLÉNKŐ Kelet-magyarországi Építőipari Fővállalkozó és Bányászati Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság,"12523326215,HU12523326|11876566215,HU11876566",HUN_4921_Tivadar_Petőfi  Utca 24. A. épület|HUN_4400_Nyíregyháza_Vécsey Utca 21.,Igen|Igen,,HUF,5578144901.0,HUF,Igen,Nem ismertek AV. V.2.9. folytatása:  Közmű kiváltások Hídépítés és részmunkái Növénytelepítés Vízépítés Előkészítő és földmunkák részfeladatai Útépítés és egyéb pályaszerkezet építés részfeladatai Folytatás V.2.11.,"V.2.10. folytatása: Egyéb szolgáltatások Szállítás Laborvizsgálatok Hulladék- és veszélyes hulladék szállítás, elhelyezés, kezelés, ártalmatlanítás",Nem,Nem,Nincs adat,19006/2021,2021/S 192-498796,2021-10-04,Tájékoztató az eljárás eredményéről,-10 days,13337,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,ZEMPLÉNKŐ Kelet-magyarországi Építőipari Fővállalkozó és Bányászati Korlátolt Felelősségű Társaság|KE-VÍZ 21 Építőipari zártkörűen működő Részvénytársaság
EKR000464352021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Győr tehermentesítő út és új Mosoni-Duna híd,Építési beruházás,32862330600.0,HUF,45233100-0,45233120-6|45233000-9|45233100-0|45233127-5|45233125-1|45233128-2|45221111-3|45221115-1,HU221,Igen,Nem,Igen,Nem,Igen,,2021-12-22,3.0,Nem,STRABAG Generálépítő Korlátolt Felelősségű Társaság,"25873982443,01-09-293796",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,22591759145.0,HUF,32862330600.0,HUF,Igen,"A-Híd Építő Zrt. (1138 Budapest, Karikás Frigyes utca 20.;24857538-2-44); STRABAG Építő Kft. (1117 Budapest, Gábor Dénes utca 2. (Infopark D épület;12961555-4-43","M.1.2 A-Híd Építő Zrt. (24857538-2-44.); P.1, M.1.1,M.2.1,M.2.2 STRABAG Építő Kft. (12961555-4-43)",Nem,Nem,Nincs adat,26347/2021,2022/S 001-000128,2022-01-03,Tájékoztató az eljárás eredményéről,-12 days,13358,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,STRABAG Generálépítő Korlátolt Felelősségű Társaság
EKR000472472021,2,"Hosszúsétatéri Óvoda, homlokzati nyílászáró csere ",Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Intézményi felújítások 2021,Építési beruházás,18332894.0,HUF,45453100-8,45421130-4,HU211,Igen,Nem,Igen,Nem,Igen,,2021-08-10,1.0,Nem,PRETZ- MOZAIK Építőipari Kivitelező és Szolgáltató Korláltolt Felelősségű Társaság,11603157207,HUN_8000_Székesfehérvár_Zobori Út 14,Igen,,HUF,18332894.0,HUF,Igen,Nem ismert,"Zákányi Tamás; 8000 Székesfehérvár, Nagyszombati út 12. MV-É felelős műszaki vezető",Nem,Nem,Nincs adat,15826/2021,,2021-08-23,Tájékoztató az eljárás eredményéről,-13 days,13477,Székesfehérvár Megyei Jogú Város Önkormányzata,PRETZ- MOZAIK Építőipari Kivitelező és Szolgáltató Korláltolt Felelősségű Társaság
EKR000668592018,,,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Bartók Béla tér közmű rekonstrukció,Építési beruházás,56503864.0,HUF,45231300-8,31320000-5|31527200-8|45232450-1|45232000-2,HU211,Igen,Nem,Igen,Igen,Igen,,2019-01-31,3.0,Nem,Konstruktor Építőipari Korlátolt Felelősségű Társaság,"11117801207,HU11117801",HUN_8000_Székesfehérvár_Repkény Utca 7. ,Igen,,HUF,56503864.0,HUF,Igen,Lászlóvill Kft. Adószáma:11457190-2-07,Lászlóvill Kft. Adószáma:11457190-2-07 M/2 alkalmassági követelmény igazolása,Nem,Nem,Nincs adat,2232/2019,,2019-02-07,Tájékoztató az eljárás eredményéről,-7 days,13481,Székesfehérvár Megyei Jogú Város Önkormányzata,Konstruktor Építőipari Korlátolt Felelősségű Társaság
EKR000469232021,,,Zalaegerszeg Megyei Jogú Város Önkormányzata,15734453220,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Volt Korona Szálló felújítása,Építési beruházás,377886116.0,HUF,45212314-0,45453100-8|45212314-0|45262690-4,HU223,Igen,Nem,Igen,Nem,Igen,,2021-07-22,2.0,Nem,BMT Mérnöki Zrt.,25548556220,HUN_8900_Zalaegerszeg_Kossuth Lajos Utca 52/A földszint,Igen,,HUF,377886116.0,HUF,Igen,"Pannon-Protect Faanyagvédelmi, Környezethigiéniai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság - Adószám: 12335024-2-13.","Pannon-Protect Faanyagvédelmi, Környezethigiéniai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság - Adószám: 12335024-2-13. - M/1., M/2.2. alkalmassági követelmény",Nem,Nem,Nincs adat,14510/2021,,2021-07-28,Tájékoztató az eljárás eredményéről,-6 days,13527,Zalaegerszeg Megyei Jogú Város Önkormányzata,BMT Mérnöki Zrt.
EKR000490502021,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,EBP II. Mozgásszervi centrum kialakítása,Építési beruházás,297910776.0,HUF,45236290-9,45453100-8,HU110,Igen,Nem,Igen,Nem,Igen,,2021-11-19,3.0,Nem,Nagton Faipari és Kereskedelmi Bt,28454199242,HUN_1162_Budapest _Istráng Utca 48,Igen,283948849.0,HUF,297910776.0,HUF,Igen,"DORVIUSZ INVEST Kft 1122 Budapest, Városmajor utca 16. MV-É Felelős műszaki vezető adószám: 14975499243",,Nem,Nem,Nincs adat,23285/2021,,2021-11-25,Tájékoztató az eljárás eredményéről,-6 days,13608,Budapest Főváros IV. Kerület Újpest Önkormányzata,Nagton Faipari és Kereskedelmi Bt
EKR000504452021,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),M3 vonali raktárak szivattyú és nyomóág javítása,Építési beruházás,197076000.0,HUF,45247110-4,45247110-4,HU11,Igen,Nem,Igen,Nem,Igen,,2021-09-16,2.0,Nem,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság",12972933213,HUN_2120_Dunakeszi_Kézay Simon Utca 5/a,Igen,177700000.0,HUF,197076000.0,HUF,Igen,"TOBA Családi Korlátolt Felelősségű Társaság (székhely: 1043 Budapest, Munkásotthon utca 18-22. tetőszint 48.), adószám: 23549616-2-41","TOBA Családi Korlátolt Felelősségű Társaság (1043 Budapest, Munkásotthon utca 18-22. tetőszint 48.), 23549616-2-41, ajánlati felhívás III.1.3.  M.2.b.: 1 fő épületgépészeti csőhálózat- és berendezés  szerelő",Nem,Nem,Nincs adat,18301/2021,,2021-09-26,Tájékoztató az eljárás eredményéről,-10 days,13632,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000671112018,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Hősök Mauzóleuma műemlék épület felújítása_II,Építési beruházás,38036097.0,HUF,45000000-7,45212314-0,HU321,Igen,Nem,Igen,Nem,Igen,,2018-10-09,1.0,Nem,DRYVIT PROFI Építőipari Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság,"24880521209,HU24880521",HUN_4030_Debrecen_Karabély  Utca 3. ,Igen,32437937.0,HUF,38036097.0,HUF,Igen,"KOZMA-ÉP-GENERÁL Kft., adószáma: 12917501-2-09; KO-PAFER Kft., adószáma: 25058581-2-09; MASTER-FEST Kft., adószáma: 14377248-2-09; VA-VÉ-ÉPKER Bt., adószáma: 22373249-2-09",,Nem,Nem,Nincs adat,19040/2018,,2019-02-18,Tájékoztató az eljárás eredményéről,-132 days,13673,Debrecen Megyei Jogú Város Önkormányzata,DRYVIT PROFI Építőipari Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság
EKR000502012021,,,Budapest Főváros XVI. kerületi Önkormányzat,15735791242,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Varázskorona 1. Óvoda felújítás II. ütem (2),Építési beruházás,109163828.0,HUF,45210000-2,45210000-2,HU110,Igen,Nem,Igen,Nem,Igen,,2021-06-11,3.0,Nem,Euroinvest Group Ingatlanforgalmazó és Beruházó Korlátolt Felelősségű Társaság,14254790242,HUN_1163_Budapest_Lombos Utca 29-31,Igen,,HUF,109163828.0,HUF,Nem,,,Nem,Nem,Nincs adat,11347/2021,,2021-06-16,Tájékoztató az eljárás eredményéről,-5 days,13694,Budapest Főváros XVI. kerületi Önkormányzat,Euroinvest Group Ingatlanforgalmazó és Beruházó Korlátolt Felelősségű Társaság
EKR000549992021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,8104j.út–Vadlúd u.körforgalmú csomópont kialakítás,Építési beruházás,644617830.0,HUF,45233120-6,45233128-2|45233140-2,HU12,Igen,Nem,Igen,Igen,Igen,,2022-02-25,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,644617830.0,HUF,Nem,,,Nem,Nem,Nincs adat,4368/2022,2022/S 047-121206,2022-03-08,Tájékoztató az eljárás eredményéről,-11 days,13948,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000552512021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Új bölcsőde létesítése a Postakert városrészben 2.,Építési beruházás,921405540.0,HUF,45000000-7,45210000-2,HU321,Igen,Nem,Igen,Igen,Igen,,2021-12-28,4.0,Nem,"STABIL MÉRNÖKI IRODA, Épitő és Kereskedelmi Korlátolt Felelősségű Társaság","10660368209,HU10660368",HUN_4030_Debrecen_Igric Utca 12.,Igen,,HUF,921405540.0,HUF,Igen,még nem ismertek,,Nem,Nem,Nincs adat,26609/2021,2022/S 002-002178,2022-01-04,Tájékoztató az eljárás eredményéről,-7 days,13956,Debrecen Megyei Jogú Város Önkormányzata,"STABIL MÉRNÖKI IRODA, Épitő és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000557872021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Köszméte és Ribizli utcák útépítése",Építési beruházás,60265685.0,HUF,45233228-3,45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2021-09-21,8.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,60265685.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242  Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.), Csákány Zsolt e.v (Mályi, Munkás u. 16.) adószám: 55495657-1-25","SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242  Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.) Ajánlati felhívás III.1.3) M1. műszaki alkalmassági követelmény",Nem,Nem,Nincs adat,18553/2021,2021/S 189-490616,2021-09-29,Tájékoztató az eljárás eredményéről,-8 days,13974,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000615622021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szarvason karateközpont létrehozása (16 kiemelt),Építési beruházás,231069900.0,HUF,45000000-7,45000000-7,HU332,Igen,Nem,Igen,Nem,Igen,,2021-08-13,3.0,Nem,OJRÓ 2007. Korlátolt Felelősségű Társaság,"25582862242,HUOCCSZ.01-09-283528",HUN_1165_Budapest_Zselic Utca 55.,Igen,119327777.0,HUF,231069900.0,HUF,Nem,,,Nem,Nem,Nincs adat,16717/2021,,2021-09-05,Tájékoztató az eljárás eredményéről,-23 days,14320,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",OJRÓ 2007. Korlátolt Felelősségű Társaság
EKR000612632021,,,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",12464780251,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"""A"" típusú tornaterem kivitelezése Maroslelén",Építési beruházás,589209064.0,HUF,45000000-7,45000000-7|45212200-8|71320000-7|45231400-9|45231220-3|45231300-8,HU110|HU333,Igen,Nem,Igen,Nem,Igen,,2022-01-17,5.0,Nem,System Service Kft.,"13385826206,HU13385826",HUN_6800_Hódmezővásárhely_Bánát  Utca 1/a,Igen,,HUF,589209064.0,HUF,Igen,"Józsa László ev. (65962323-1-26), György- Gombos Lóránd ev. (762807052-1-26), Maros Project Kft. (12422689-2-06), Szilágyi József ev. (66518824-1-26)","Józsa László ev. (65962323-1-26) - M2)1, György- Gombos Lóránd ev. (762807052-1-26) - M2)2, Maros Project Kft. (12422689-2-06) - M2)3, Szilágyi József ev. (66518824-1-26) - M2)4 és SZ2)",Nem,Nem,Nincs adat,3573/2022,,2022-02-24,Tájékoztató az eljárás eredményéről,-38 days,14381,"BMSK Beruházási, Műszaki Fejlesztési, Sportüzemeltetési és Közbeszerzési Zrt.",System Service Kft.
