Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR001100822020,,,Opera Vagyonkezelő Korlátolt Felelősségű Társaság,26674896242,Nem,Nem,N - Központi szintű,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),MÁO 2021. évi villamos energia beszerzés,Árubeszerzés,32552381.0,HUF,09310000-5,09310000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2020-12-28,4.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,32552381.0,HUF,Nem,,,Nem,Nem,Nincs adat,23690/2020,,2020-12-30,Tájékoztató az eljárás eredményéről,-2 days,8016,Opera Vagyonkezelő Korlátolt Felelősségű Társaság,NKM Energia Zrt.
EKR001113512020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Paks II Atomerőmű Zrt. - közvélemény-kutatás 2021.,Szolgáltatás megrendelés,22500000.0,HUF,79000000-4,79000000-4|79311200-9,HU110,Nem,Nem,Igen,Nem,Igen,,2020-07-24,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Nem|Igen,22500000.0,HUF,22500000.0,HUF,Igen,"P2m Consulting Kft. (1062 Budapest, Andrássy út 107. 2. em. 9.) adószám: 14400496-2-42, Kód Piac-, Vélemény- és Médiakutató Intézet Kft. (1037 Budapest, Testvérhegyi Köz 5.) adószám: 12032886-2-41, Századvég Politikai Iskola Alapítvány (1037 Budapest, Hid",,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,8054,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR001124862020,,,Budapesti Gépészeti Szakképzési Centrum,15831866241,Nem,Nem,N - Regionális/helyi szintű,KL - Gazdasági és pénzügyek,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Földgáz energia beszerzése-Csonka,Árubeszerzés,22474706.0,HUF,09123000-7,09123000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2020-12-22,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,22474706.0,HUF,Igen,"NKM Ügyfélkapcsolati Korlátolt Felelősségű Társaság (1081 Budapest,II. János Pál Pápa Tér 20.) Adószáma: 26332392244",,Nem,Nem,Nincs adat,0732/2021,,2021-01-26,Tájékoztató az eljárás eredményéről,-35 days,8169,Budapesti Gépészeti Szakképzési Centrum,NKM Energia Zrt.
EKR001118182020,,,BKV Vasúti Járműjavító Szolgáltató Korlátolt Felelősségű Társaság,12282672242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Villamos energia beszerzése 2021. évre,Árubeszerzés,52000000.0,HUF,09310000-5,09310000-5,HU11,Nem,Nem,Igen,Nem,Igen,,2020-12-22,4.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,52000000.0,HUF,Igen,"NKM Ügyfélkapcsolati Kft., 26332392-2-44",,Nem,Nem,Nincs adat,15143/2021,,2021-08-17,Tájékoztató az eljárás eredményéről,-238 days,8227,BKV Vasúti Járműjavító Szolgáltató Korlátolt Felelősségű Társaság,NKM Energia Zrt.
EKR001159912020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,TMÜ-Mulatós raktárkonc-komplex komm+rendezvénysz.,Szolgáltatás megrendelés,1000000000.0,HUF,79950000-8,45237000-7|79310000-0|79340000-9|79320000-3|79416000-3|92331100-1|92360000-2|92200000-3|92370000-5|92300000-4|92312000-1|92340000-6|92100000-2|92000000-1|92621000-0|92622000-7|45451000-3|45340000-2|79822500-7|79960000-1|79950000-8|79821000-5|79710000-4|55300000-3|51000000-9|55000000-0,HU110,Nem,Nem,Igen,Nem,Igen,,2020-09-24,1.0,Nem,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság","10834730244,HU10834730",HUN_1119_Budapest_Petzval József Utca 31-33. ,Nem,1000000000.0,HUF,1000000000.0,HUF,Igen,Lounge Design Kft. (adószám: 22715544-2-41); Moonlight Event Kft. (adószám: 23444030-2-41); New Land Media Kft. (adószám: 24670827-2-44); VALTON-SEC Zrt. (adószám: 27312050-2-43); Varga Balázs egyéni vállalkozó (adószám: 67200551135),,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,8516,Nemzeti Kommunikációs Hivatal,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság"
EKR001170892020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Miniszterelnökség - rendezvényszervezési feladatok,Szolgáltatás megrendelés,230000000.0,HUF,79950000-8,45340000-2|51000000-9|55000000-0|55300000-3|45451000-3|79310000-0|79340000-9|79320000-3|79416000-3|45237000-7|79710000-4|79950000-8|79822500-7|79821000-5|79960000-1|92621000-0|92100000-2|92000000-1|92340000-6|92312000-1|92300000-4|92622000-7|92360000-2|92370000-5|92200000-3|92331100-1,HU110,Nem,Nem,Igen,Nem,Igen,,2020-08-17,1.0,Nem,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság","10834730244,HU10834730",HUN_1119_Budapest_Petzval József Utca 31-33. ,Nem,230000000.0,HUF,230000000.0,HUF,Igen,Lounge Design Kft. (adószám: 22715544-2-41); Moonlight Event Kft. (adószám: 23444030-2-41); New Land Media Kft. (adószám: 24670827-2-44); VALTON-SEC Zrt. (adószám: 27312050-2-43); Varga Balázs egyéni vállalkozó (adószám: 67200551135),,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,8574,Nemzeti Kommunikációs Hivatal,"""ANTENNA HUNGÁRIA"" Magyar Műsorszóró és Rádióhírközlési Zártkörűen Működő Részvénytársaság"
EKR001195792020,,,Nemzeti Színház Közhasznú Nonprofit Zártkörűen Működő Részvénytársaság,12519718243,Nem,Nem,N - Közjogi szervezet,"KL - Szabadidő, kultúra és vallás",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),villamos energia beszerzése,Árubeszerzés,39537498.0,HUF,09310000-5,09310000-5,HU120,Nem,Nem,Igen,Nem,Igen,,2021-01-06,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,46000000.0,HUF,39537498.0,HUF,Nem,,,Nem,Nem,Nincs adat,0545/2021,,2021-01-12,Tájékoztató az eljárás eredményéről,-6 days,8722,Nemzeti Színház Közhasznú Nonprofit Zártkörűen Működő Részvénytársaság,NKM Energia Zrt.
EKR001280342020,,,Nagykanizsa Megyei Jogú Város Önkormányzata|Football Club Nagykanizsa|Nagykanizsa Központi Óvoda|Halis István Városi Könyvtár|KANIZSA MÉDIAHÁZ Kereskedelmi és Szolgáltató Egyszemélyes Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsai Honvéd Kaszinóért Alapítvány|Via Kanizsa Városüzemeltető Nonprofit Zártkörűen Működő Részvénytársaság|Kanizsa Rehab Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsa Megyei Jogú Város Roma Nemzetiségi Önkormányzata|Kanizsa Uszoda Szolgáltató Egyszemélyes Korlátolt Felelősségű Társaság|Viridis-Pannonia Hulladékgazdálkodási Közszolgáltató Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsa-Netta-Pannonia Hulladéklerakót Üzemeltető Kft.|Nagykanizsa Vagyongazdálkodási és Szolgáltató Zártkörűen műküdő Részvénytársaság|Netta-Pannonia Környezetvédelmi Kft.|Kanizsa Felsőoktatásáért Alapítvány|Nagykanizsa Megyei Jogú Város Önkormányzata Egészségügyi Alapellátási Intézménye|Nagykanizsai Egyesített Bölcsőde|Thúry György Múzeum|Kanizsai Kulturális Központ|Nagykanizsai Egyesített Szociális Intézmény|Nagykanizsa Megyei Jogú Város Polgármesteri Hivatala,15734446220|18966314220|16901247220|16901151220|11350543220|18956133220|14653931220|22326852220|16898509120|11355177220|24104751220|11346818220|14482270220|11344490220|18959521220|16901388120|16901405220|15806022220|15760614220|16901412220|15432694220,Igen,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Villamos energia beszerzés 2021,Árubeszerzés,85490000.0,HUF,09310000-5,09310000-5,HU223,Igen,Nem,Igen,Nem,Igen,,2021-02-23,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,85490000.0,HUF,Igen,"MVM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20.) 26332392-2-44",,Nem,Nem,Nincs adat,3435/2021,2021/S 045-111081,2021-03-07,Tájékoztató az eljárás eredményéről,-12 days,9414,Nagykanizsa Megyei Jogú Város Önkormányzata|Football Club Nagykanizsa|Nagykanizsa Központi Óvoda|Halis István Városi Könyvtár|KANIZSA MÉDIAHÁZ Kereskedelmi és Szolgáltató Egyszemélyes Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsai Honvéd Kaszinóért Alapítvány|Via Kanizsa Városüzemeltető Nonprofit Zártkörűen Működő Részvénytársaság|Kanizsa Rehab Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsa Megyei Jogú Város Roma Nemzetiségi Önkormányzata|Kanizsa Uszoda Szolgáltató Egyszemélyes Korlátolt Felelősségű Társaság|Viridis-Pannonia Hulladékgazdálkodási Közszolgáltató Nonprofit Korlátolt Felelősségű Társaság|Nagykanizsa-Netta-Pannonia Hulladéklerakót Üzemeltető Kft.|Nagykanizsa Vagyongazdálkodási és Szolgáltató Zártkörűen műküdő Részvénytársaság|Netta-Pannonia Környezetvédelmi Kft.|Kanizsa Felsőoktatásáért Alapítvány|Nagykanizsa Megyei Jogú Város Önkormányzata Egészségügyi Alapellátási Intézménye|Nagykanizsai Egyesített Bölcsőde|Thúry György Múzeum|Kanizsai Kulturális Központ|Nagykanizsai Egyesített Szociális Intézmény|Nagykanizsa Megyei Jogú Város Polgármesteri Hivatala,MVM Next Energiakereskedelmi Zrt.
EKR001285152020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Igen,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Trianon 100 komplex kommunikáció KSH 459_2020,Szolgáltatás megrendelés,15550000.0,HUF,79000000-4,92112000-9|79000000-4|79342200-5|79416000-3|79952000-2|79822500-7|79821000-5,HU,Nem,Nem,Igen,Nem,Igen,,2020-11-05,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Igen|Igen,15550000.0,HUF,15550000.0,HUF,Igen,,,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,9427,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR001307742020,,,Nemzeti Sportközpontok,15598158242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,NSK - Villamos energia 2021,Árubeszerzés,850000000.0,HUF,09310000-5,09310000-5,HU212|HU211|HU213|HU321|HU333|HU311|HU11|HU12|HU232|HU312,Nem,Nem,Igen,Nem,Igen,,2021-02-26,4.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,,HUF,850000000.0,HUF,Igen,MVM Ügyfélkapcsolati Kft. - Adószám:26332392-2-44,,Nem,Nem,Nincs adat,3630/2021,2021/S 050-123601,2021-03-11,Tájékoztató az eljárás eredményéről,-13 days,9535,Nemzeti Sportközpontok,MVM Next Energiakereskedelmi Zrt.
EKR001316722020,,,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Geo alátét és szorítólemezek beszerzése 2020. ,Árubeszerzés,700000000.0,HUF,34941000-5,34941000-5,HU110,Igen,Nem,Igen,Nem,Igen,,2021-06-28,1.0,Nem,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság,"10655436210,HU10655436",HUN_3200_Gyöngyös_Gyártelep Utca 1,Nem,700000000.0,HUF,700000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,12464/2021,2021/S 128-340843,2021-07-06,Tájékoztató az eljárás eredményéről,-8 days,9587,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság
EKR001329722020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Keretmegállapodás - KOMM KM 19,Szolgáltatás megrendelés,1136220472.0,HUF,79000000-4,79822500-7|79821000-5|79952000-2|92112000-9|79416000-3|79342200-5|79311200-9,HU,Nem,Nem,Igen,Nem,Igen,,2020-11-16,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Nem|Igen,1136220472.0,HUF,1136220472.0,HUF,Igen,,,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,9706,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR001320372020,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,T-238/20 Kitérő alkatrészek beszerzése,Árubeszerzés,1188366000.0,HUF,34941000-5,34941000-5,HU11,Igen,Nem,Igen,Nem,Igen,,2021-04-13,1.0,Nem,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság,"10655436210,HU10655436",HUN_3200_Gyöngyös_Gyártelep Utca 1,Nem,113500000.0,HUF,118836600.0,HUF,Nem,,,Nem,Nem,Nincs adat,6679/2021,2021/S 077-198580,2021-04-21,Tájékoztató az eljárás eredményéről,-8 days,9729,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,VAMAV Vasúti Berendezések Korlátolt Felelősségű Társaság
EKR001357932020,,,Hortobágyi Nemzeti Park Igazgatóság,15323871209,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Villamos energia beszerzése 2021,Árubeszerzés,17973488.0,HUF,09310000-5,09310000-5,HU322|HU323|HU321,Nem,Nem,Igen,Nem,Igen,,2021-01-29,3.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,17365691.0,HUF,17973488.0,HUF,Igen,,,Nem,Nem,Nincs adat,1772/2021,,2021-02-02,Tájékoztató az eljárás eredményéről,-4 days,9880,Hortobágyi Nemzeti Park Igazgatóság,MVM Next Energiakereskedelmi Zrt.
EKR001361962020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Nem,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Keretmegállapodás - KOMM KM 19,Szolgáltatás megrendelés,309050000.0,HUF,79000000-4,79821000-5|79822500-7|79952000-2|79342200-5|79311200-9|79416000-3|92112000-9,HU,Nem,Nem,Igen,Nem,Igen,,2020-12-07,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Nem|Igen,309050000.0,HUF,309050000.0,HUF,Igen,"P2m Consulting Kft. adószám: 14400496-2-42, Kód Piac-, Vélemény- és Médiakutató Intézet Kft. adószám: 12032886-2-41, Századvég Politikai Iskola Alapítvány adószám: 18052411-2-41",,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,10059,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR001392232020,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Igen,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,KM07- KOMM-2019 ,Szolgáltatás megrendelés,115880000.0,HUF,79000000-4,79416000-3|79342200-5|79821000-5|79822500-7|92112000-9,HU,Nem,Nem,Igen,Nem,Igen,,2020-07-23,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Nem|Igen,115880000.0,HUF,115880000.0,HUF,Igen,,,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,10184,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000032472021,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Igen,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,ANTENNA-Komplex kommunikációs ügynökségi feladatok,Szolgáltatás megrendelés,350000000.0,HUF,79000000-4,79000000-4|79342200-5|79416000-3|92112000-9|79821000-5|79822500-7,HU11,Nem,Nem,Igen,Nem,Igen,,2020-12-14,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Igen|Igen,350000000.0,HUF,350000000.0,HUF,Igen,"P2m Consulting Kft. (1062 Budapest, Andrássy út 107. 2. em. 9.) adószám: 14400496-2-42, Kód Piac-, Vélemény- és Médiakutató Intézet Kft. (1037 Budapest, Testvérhegyi Köz 5.) adószám: 12032886-2-41, Századvég Politikai Iskola Alapítvány (1037 Budapest, Hid",,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,10497,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000032852021,,,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,18091715444,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Villamos energia beszerzés 2021/2022,Árubeszerzés,312738304.0,HUF,09310000-5,09310000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2021-03-12,5.0,Nem,NKM Energia Zrt.,"26713111244,HU26713111",HUN_1081_Budapest_II. János Pál pápa Tér 20,Nem,371080200.0,HUF,312738304.0,HUF,Igen,"MVM Ügyfélkapcsolati Kft. (1081 Budapest, II. János Pál pápa tér 20.) 26332392-2-44",,Nem,Nem,Nincs adat,4803/2021,2021/S 060-149615,2021-03-25,Tájékoztató az eljárás eredményéről,-13 days,10498,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,MVM Next Energiakereskedelmi Zrt.
EKR000042932021,,,Nemzeti Kommunikációs Hivatal,15827186241,Nem,Igen,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,CsaládbarátMo. EMMI-ME 542/19,Szolgáltatás megrendelés,1474803150.0,HUF,79000000-4,79821000-5|79952000-2|79822500-7|79416000-3|79342200-5|79000000-4|79311200-9|92112000-9,HU110,Nem,Nem,Igen,Nem,Igen,,2019-12-20,1.0,Igen,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","22715544241,HU22715544|24670827244,HU24670827",HUN_1025_Budapest_Felső Zöldmáli Út 72. |HUN_1025_Budapest_Felső Zöldmáli Út 72. ,Nem|Igen,1474803150.0,HUF,1474803150.0,HUF,Igen,"P2m Consulting Kft. (1062 Budapest, Andrássy út 107. 2. em. 9.) adószám: 14400496-2-42, Kód Piac-, Vélemény- és Médiakutató Intézet Kft. (1037 Budapest, Testvérhegyi Köz 5.) adószám: 12032886-2-41, Századvég Politikai Iskola Alapítvány (1037 Budapest, Hid",,Nem,Nem,Nincs adat,,,,Tájékoztató az eljárás eredményéről,,10586,Nemzeti Kommunikációs Hivatal,"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság"
