Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000174462022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Oracle adatbázis-kezelő termékek (BKV Zrt. T-36/22,Árubeszerzés,76295764.0,HUF,48611000-4,48611000-4,HU11,Nem,Nem,Igen,Nem,Igen,,2022-03-22,4.0,Nem,Xcopy Kereskedelmi és Szolgáltató Kft.,"10900750242,HU10900750",HUN_1103_Budapest X. kerület_Gyömrői  Út 86.,Igen,,HUF,76295764.0,HUF,Igen,,"TIGRA Kft. (12218778-2-43) - műszaki, szakmai alkalmasság M/1 követelmény (referencia)",Nem,Nem,Nincs adat,5981/2022,,2022-04-21,Tájékoztató az eljárás eredményéről,-30 days,20981,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Xcopy Kereskedelmi és Szolgáltató Kft.
EKR000206992022,1,Hemokultúra tenyésztés,Debreceni Egyetem,19308667409,Nem,Nem,U - Közjogi intézmény,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,"DEK-1118 DE KK részére labor.reagensek, testek sz.",Árubeszerzés,52998000.0,HUF,33696500-0,33696500-0|50410000-2,HU321,Nem,Nem,Igen,Nem,Igen,,2022-08-23,2.0,Nem,Diagnosticum Gyártó és Forgalmazó Zártkörűen Működő Részvénytársaság,"10824487241,HU10824487",HUN_1047_Budapest_Attila Utca 126,Igen,,HUF,52998000.0,HUF,Nem,,,Igen,Nem,Nincs adat,18428/2022,2022/S 175-495478,2022-09-12,Tájékoztató az eljárás eredményéről,-20 days,21050,Debreceni Egyetem,Diagnosticum Gyártó és Forgalmazó Zártkörűen Működő Részvénytársaság
EKR000191182022,,,Készenléti Rendőrség,15720199251,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Közrend és biztonság,Uniós eljárásrend,Nyílt eljárás,Takarító-tisztítószerek beszerzése,Árubeszerzés,109000000.0,HUF,39830000-9,39830000-9,HU110,Nem,Nem,Igen,Nem,Igen,,2022-07-28,8.0,Nem,PROFIL-COPY 2002 Irodatechnikai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,"12933086205,HU12933086",HUN_3531_Miskolc_Kiss Ernő Utca 35/A.,Igen,109000000.0,HUF,,HUF,Nem,,,Nem,Nem,Nincs adat,16540/2022,2022/S 153-437114,2022-08-10,Tájékoztató az eljárás eredményéről,-13 days,21106,Készenléti Rendőrség,PROFIL-COPY 2002 Irodatechnikai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság
EKR000194312022,,,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,10941362244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,K2228 Műhelyfelszereléshez kéziszerszám beszerzése,Árubeszerzés,38822768.0,HUF,43800000-1,43800000-1,HU110,Igen,Nem,Igen,Nem,Igen,,2022-07-14,4.0,Nem,Haberkorn Fairtool Műszaki Termékeket Gyártó és Forgalmazó Korlátolt Felelősségű Társaság,"10814646242,HU10814646",HUN_1106_Budapest_Tündérfürt Utca 3.,Nem,42900000.0,HUF,38822768.0,HUF,Nem,,,Nem,Nem,Nincs adat,16233/2022,2022/S 155-441944,2022-08-12,Tájékoztató az eljárás eredményéről,-29 days,21109,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,Haberkorn Fairtool Műszaki Termékeket Gyártó és Forgalmazó Korlátolt Felelősségű Társaság
EKR000194862022,,,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság ,10856417244,Nem,Nem,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Síncsavarok beszerzése,Árubeszerzés,650000000.0,HUF,34941000-5,34941000-5,HU110,Nem,Nem,Igen,Nem,Igen,,2022-08-26,1.0,Nem,"""PROLONGO IMPORT-EXPORT"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","23972243241,HU23972243",HUN_1137_Budapest_Katona József  Utca 10/a,Igen,650000000.0,HUF,650000000.0,HUF,Nem,,-,Nem,Nem,Nincs adat,18458/2022,2022/S 169-480118,2022-09-02,Tájékoztató az eljárás eredményéről,-7 days,21115,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,"""PROLONGO IMPORT-EXPORT"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000221582022,,,Debreceni Egyetem,19308667409,Nem,Nem,U - Közjogi intézmény,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-1120 E-sport terem gamer PC-k beszerzése,Árubeszerzés,69280176.0,HUF,30211400-5,30211400-5,HU321,Nem,Nem,Igen,Nem,Igen,,2022-07-14,2.0,Nem,Delta Systems Korlátolt Felelősségű Társaság,"13978774241,HU13978774,01-09-882938",HUN_1134_Budapest_Róbert Károly Krt. 70-74.,Igen,,HUF,69280176.0,HUF,Nem,,,Nem,Nem,Nincs adat,15360/2022,2022/S 141-403121,2022-07-25,Tájékoztató az eljárás eredményéről,-11 days,21162,Debreceni Egyetem,Delta Systems Korlátolt Felelősségű Társaság
EKR000227942022,,,Debreceni Egyetem,19308667409,Nem,Nem,U - Közjogi intézmény,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-1122 Neuronavigációs rendszer beszerzése,Árubeszerzés,94956000.0,HUF,33100000-1,33100000-1,HU321,Nem,Nem,Igen,Igen,Igen,,2022-07-14,3.0,Nem,Medtronic Hungária Kereskedelmi Korlátolt Felelősségű Társaság,"12070907243,HU12070907,01-09-462762",HUN_1113_Budapest_Bocskai Út 134-146,Igen,,HUF,94956000.0,HUF,Nem,,,Nem,Nem,Nincs adat,15229/2022,2022/S 143-408999,2022-07-27,Tájékoztató az eljárás eredményéről,-13 days,21179,Debreceni Egyetem,Medtronic Hungária Kereskedelmi Korlátolt Felelősségű Társaság
EKR000262482022,,,Budapest Közút Zártkörűen Működő Részvénytársaság,23501894244,Nem,Nem,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Forgalomtechnikai terelő eszközök 2022,Árubeszerzés,24000000.0,HUF,34923000-3,34923000-3,HU11,Igen,Nem,Igen,Nem,Igen,,2022-05-30,1.0,Nem,"""SCORPIO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","12194432241,HU12194432,01-09-710253",HUN_1037_Budapest_Pomázi Út 15.,Igen,24000000.0,HUF,24000000.0,HUF,Nem,,-,Igen,Nem,Nincs adat,11673/2022,,2022-06-09,Tájékoztató az eljárás eredményéről,-10 days,21210,Budapest Közút Zártkörűen Működő Részvénytársaság,"""SCORPIO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000228422022,,,Készenléti Rendőrség,15720199251,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Közrend és biztonság,Uniós eljárásrend,Nyílt eljárás,Mosási anyagok beszerzése,Árubeszerzés,11500000.0,HUF,39830000-9,39830000-9,HU110,Nem,Nem,Igen,Nem,Igen,,2022-07-19,3.0,Nem,PROFIL-COPY 2002 Irodatechnikai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,"12933086205,HU12933086",HUN_3531_Miskolc_Kiss Ernő Utca 35/A.,Igen,11071203.0,HUF,11500000.0,HUF,Nem,,,Nem,Nem,Nincs adat,15569/2022,2022/S 153-437113,2022-08-10,Tájékoztató az eljárás eredményéről,-22 days,21234,Készenléti Rendőrség,PROFIL-COPY 2002 Irodatechnikai Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság
EKR000235132022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,AM metrókocsi féligállandó rúd alkatrész beszerzés,Árubeszerzés,228171600.0,HUF,34631400-3,34631400-3,HU11,Igen,Nem,Igen,Nem,Igen,,2022-05-09,1.0,Nem,MOVILL Jármű és Alkatrész Javító és Gyártó Kft.,"12106189242,HU12106189",HUN_1145_Budapest_Erzsébet királyné Útja 15.,Igen,,HUF,228171600.0,HUF,Nem,,,Nem,Nem,Nincs adat,9700/2022,2022/S 096-266661,2022-05-18,Tájékoztató az eljárás eredményéről,-9 days,21243,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,MOVILL Jármű és Alkatrész Javító és Gyártó Kft.
EKR000235372022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,Mercedes buszok autóvillamossági alkatrészei besz.,Árubeszerzés,207393412.0,HUF,31681400-7,31681400-7,HU110,Igen,Nem,Igen,Nem,Igen,,2022-08-18,2.0,Nem,Truck-Trailer & Parts Haszongépjármű és Alkatrész Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,"11111692207,HU11111692",HUN_8000_Székesfehérvár_Nyúl  Dűlő ,Igen,,HUF,207393412.0,HUF,Nem,,,Nem,Nem,Nincs adat,17818/2022,2022/S 164-467399,2022-08-25,Tájékoztató az eljárás eredményéről,-7 days,21244,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Truck-Trailer & Parts Haszongépjármű és Alkatrész Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság
EKR000243702022,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,TW6000 villamoshoz szögjeladó elemek beszerzése,Árubeszerzés,87834500.0,HUF,34600000-3,34600000-3,HU11,Igen,Nem,Igen,Nem,Igen,,2022-06-09,1.0,Nem,BUDAKER Kereskedelmi Gyártó és Szolgáltató Korlátolt Felelősségű Társaság,12248885243,HUN_1222_Budapest_Nagytétényi Út 48.,Igen,81100000.0,HUF,87834500.0,HUF,Nem,,,Nem,Nem,Nincs adat,12303/2022,2022/S 119-336579,2022-06-22,Tájékoztató az eljárás eredményéről,-13 days,21251,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,BUDAKER Kereskedelmi Gyártó és Szolgáltató Korlátolt Felelősségű Társaság
EKR000244732022,,,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,10941362244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,K2209 Daráló és rosta beszerzése,Árubeszerzés,530000000.0,HUF,39713300-6,39713300-6,HU,Igen,Nem,Igen,Nem,Igen,,2022-08-16,2.0,Nem,BITUMASTER Építőipari Korlátolt Felelősségű Társaság,"12513688213,HU12513688",HUN_2051_Biatorbágy_Tormásrét Utca 6.,Igen,,HUF,530000000.0,HUF,Igen,"MRE-H Kft. (2700 Cegléd, Pesti út 89.) adószám: 10456086-2-13","MRE-H Kft. (2700 Cegléd, Pesti út 89.) adószám: 10456086-2-13 III.1.3) Műszaki, illetve szakmai alkalmasság M.1 pontja",Nem,Nem,Nincs adat,17828/2022,2022/S 164-464326,2022-08-25,Tájékoztató az eljárás eredményéről,-9 days,21254,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,BITUMASTER Építőipari Korlátolt Felelősségű Társaság
EKR000282882022,,,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,10941362244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Koporsó fémbetétek beszerzése 2022,Árubeszerzés,5000000.0,HUF,33970000-0,33970000-0|39296100-4,HU110,Igen,Nem,Igen,Nem,Igen,,2022-06-10,2.0,Igen,Karsol Kegyeleti Termékeket Gyártó és Forgalmazó Kft|Keletfa Faipari és Kegyeleti Terméket gyártó Kft.,"12790980209,HU12790980|10741801215,Hu 10741801",HUN_4254_Nyíradony_Debreceni Út 102|HUN_4400_Nyíregyháza_Lujza Utca 6,Igen|Igen,5000000.0,HUF,5000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,12302/2022,2022/S 123-349317,2022-06-29,Tájékoztató az eljárás eredményéről,-19 days,21334,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,Karsol Kegyeleti Termékeket Gyártó és Forgalmazó Kft|Keletfa Faipari és Kegyeleti Terméket gyártó Kft.
EKR000294782022,,,Budapest Közút Zártkörűen Működő Részvénytársaság,23501894244,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Thermoplasztik festék melegítő keverő berendezés,Árubeszerzés,21708150.0,HUF,42990000-2,42990000-2,HU11,Igen,Nem,Igen,Nem,Igen,,2022-07-04,2.0,Nem,"""SCORPIO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","12194432241,HU12194432,01-09-710253",HUN_1037_Budapest_Pomázi Út 15.,Igen,24900000.0,HUF,21708150.0,HUF,Nem,,CSP Trade Kft. (Adószám:14261136-2-13) - a felhívás III.1.3. M.1. alkalmassági követelménye,Nem,Nem,Nincs adat,18685/2022,,2022-09-07,Tájékoztató az eljárás eredményéről,-65 days,21398,Budapest Közút Zártkörűen Működő Részvénytársaság,"""SCORPIO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000164762018,,,Fővárosi Közterület-fenntartó Zártkörűen Működő Nonprofit Részvénytársaság,12166602244,Nem,Nem,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,K1905  Nagy nyomású armatúrák,Árubeszerzés,11154240.0,HUF,42130000-9,42130000-9,HU110,Nem,Nem,Igen,Nem,Igen,,2018-12-05,3.0,Nem,"EKOSERT Építő-, Szolgáltató és Kereskedelmi kft","14272765220,HU14272765",HUN_8800_Nagykanizsa_Récsei Utca 4 ,Nem,16506807.0,HUF,11154240.0,HUF,Nem,,,Nem,Nem,Nincs adat,22954/2018,,2018-12-13,Tájékoztató az eljárás eredményéről,-8 days,21478,Fővárosi Közterület-fenntartó Zártkörűen Működő Nonprofit Részvénytársaság,"EKOSERT Építő-, Szolgáltató és Kereskedelmi kft"
EKR000348052022,,,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,18091715444,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),ESB WSO2 beszerzése,Árubeszerzés,67500000.0,HUF,48211000-0,72261000-2,HU110,Nem,Nem,Igen,Nem,Igen,,2022-04-20,1.0,Nem,FORNAX SI Nagyvállalati Megoldások Korlátolt Felelősségű Társaság,"24278353243,HU24278353",HUN_1123_Budapest_Táltos Utca 1,Igen,67500000.0,HUF,67500000.0,HUF,Nem,,,Nem,Nem,Nincs adat,8185/2022,,2022-04-27,Tájékoztató az eljárás eredményéről,-7 days,21556,Médiaszolgáltatás - támogató és Vagyonkezelő Alap,FORNAX SI Nagyvállalati Megoldások Korlátolt Felelősségű Társaság
EKR000353942022,,,Pécsi Tudományegyetem,19308681202,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Terheléses EKG rendszer beszerzése EFOP-4.2.1,Árubeszerzés,34340000.0,HUF,38900000-4,33190000-8|38900000-4,HU231,Igen,Nem,Igen,Igen,Igen,,2022-10-19,2.0,Nem,"""MSB-MET"" Metodikai- Szoftver- Biotechnológiai- Kutató és Fejlesztő Korlátolt Felelősségű Társaság","14146569219,14146569",HUN_8230_Balatonfüred_Lapostelki Utca 15,Igen,,HUF,34340000.0,HUF,Nem,,,Nem,Nem,Nincs adat,22938/2022,2022/S 209-594980,2022-11-01,Tájékoztató az eljárás eredményéről,-13 days,21579,Pécsi Tudományegyetem,"""MSB-MET"" Metodikai- Szoftver- Biotechnológiai- Kutató és Fejlesztő Korlátolt Felelősségű Társaság"
EKR000358822022,,,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,10941362244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,K2248 Vegyszermentes gyomirtó berendezés,Árubeszerzés,66127375.0,HUF,42995000-7,42995000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2022-09-26,4.0,Nem,"""VÉRTES-KERESKEDŐHÁZ"" Korlátolt Felelősségű Társaság","11475309211,HU11475309","HUN_2800_Tatabánya_Dankó Pista Utca 3. Tatabánya, 5971/13 hrsz",Igen,61691250.0,HUF,66127375.0,HUF,Igen,,,Nem,Nem,Nincs adat,21028/2022,2022/S 192-543379,2022-10-05,Tájékoztató az eljárás eredményéről,-9 days,21596,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,"""VÉRTES-KERESKEDŐHÁZ"" Korlátolt Felelősségű Társaság"
EKR000839022018,,,Fővárosi Közterület-fenntartó Zártkörűen Működő Nonprofit Részvénytársaság,12166602244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,K1928 Téli síkosságmentesítő anyag útszóró só,Árubeszerzés,847600000.0,HUF,34927100-2,34927100-2,HU1,Nem,Nem,Igen,Nem,Igen,,2019-01-11,3.0,Nem,Solinwest Agro Kft.,"25277362213,HU25277362",HUN_2120_Dunakeszi_Tallér  Utca 10 ,Nem,820000000.0,HUF,847600000.0,HUF,Igen,Az ajánlattétel időpontjában még nem ismert.,,Nem,Nem,Nincs adat,1261/2019,2019/S 017-035877,2019-01-24,Tájékoztató az eljárás eredményéről,-13 days,21642,Fővárosi Közterület-fenntartó Zártkörűen Működő Nonprofit Részvénytársaság,Solinwest Agro Kft.
EKR000445432022,1,M.S. injektorhoz fecskendők és összekötők beszerzé,Debreceni Egyetem,19308667409,Nem,Nem,U - Közjogi intézmény,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-1084 DE KK Fecskendők és összekötők beszerzése,Árubeszerzés,81794640.0,HUF,33141310-6,33141310-6,HU321,Nem,Nem,Igen,Nem,Igen,,2022-08-09,2.0,Nem,EUROMEDIC TRADING Szolgáltató Korlátolt Felelősségű Társaság,"12077571241,HU12077571",HUN_1051_Budapest_Dorottya Utca 1,Nem,,HUF,81794640.0,HUF,Nem,,,Nem,Nem,Nincs adat,17308/2022,2022/S 164-464802,2022-08-26,Tájékoztató az eljárás eredményéről,-17 days,21816,Debreceni Egyetem,EUROMEDIC TRADING Szolgáltató Korlátolt Felelősségű Társaság
EKR000166272018,,,Budapest Közút Zártkörűen Működő Részvénytársaság,23501894243,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,1 db új 2 tengelyes nyergesvontató beszerzése,Árubeszerzés,23975000.0,HUF,34138000-3,34138000-3,HU11,Igen,Nem,Igen,Nem,Igen,,2018-08-10,1.0,Nem,Eurotrade Kereskedelmi és Szolgáltató Kft.,"10448979211,HU10448979",HUN_2854_Dad_Fő Utca 54 ,Igen,24000000.0,HUF,23975000.0,HUF,Nem,,,Nem,Nem,Nincs adat,17348/2018,,2019-01-10,Tájékoztató az eljárás eredményéről,-153 days,21841,Budapest Közút Zártkörűen Működő Részvénytársaság,Eurotrade Kereskedelmi és Szolgáltató Kft.
EKR000433082022,,,Magyar Nemzeti Bank,10011953244,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Naplógyűjtő, -elemző és riasztó r. EPS-sel bővítés",Árubeszerzés,17337160.0,HUF,48730000-4,72212730-5|48730000-4,HU110,Nem,Nem,Igen,Nem,Igen,,2022-06-02,2.0,Nem,Noreg Információvédelmi Kft.,"12395183243,HU12395183,01 09 673565",HUN_1118_Budapest_Rétköz utca  5,Igen,,HUF,17337160.0,HUF,Nem,,,Nem,Nem,Nincs adat,11809/2022,,2022-06-09,Tájékoztató az eljárás eredményéről,-7 days,21877,Magyar Nemzeti Bank,Noreg Információvédelmi Kft.
EKR000484822022,,,Debreceni Egyetem,19308667409,Nem,Nem,N - Közjogi szervezet,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),DEK-1131 Mesterséges húgyúti záróizom beszerzése,Árubeszerzés,38795936.0,HUF,33140000-3,33140000-3,HU321,Nem,Nem,Igen,Nem,Igen,,2022-05-05,1.0,Nem,ReplantMed Egészségügyi Kereskedelmi és Szolgáltató Kft,"24662064243,HU 24662064",HUN_1119_Budapest_Nándorfejérvári Utca 35.,Igen,,HUF,38795936.0,HUF,Nem,,,Nem,Nem,Nincs adat,9660/2022,,2022-05-16,Tájékoztató az eljárás eredményéről,-11 days,21955,Debreceni Egyetem,ReplantMed Egészségügyi Kereskedelmi és Szolgáltató Kft
EKR000499952022,,,Budapest Közút Zártkörűen Működő Részvénytársaság,23501894244,Nem,Nem,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Acél jelzőtábla tartó oszlopok,Árubeszerzés,24000000.0,HUF,44144000-1,44144000-1,HU11,Igen,Nem,Igen,Nem,Igen,,2022-06-14,2.0,Nem,Unifer Kereskedelmi Kft.,10690925211,HUN_2509_Esztergom_Kesztölci út  15,Igen,24000000.0,HUF,24000000.0,HUF,Nem,,-,Igen,Nem,Nincs adat,12440/2022,,2022-06-19,Tájékoztató az eljárás eredményéről,-5 days,21964,Budapest Közút Zártkörűen Működő Részvénytársaság,Unifer Kereskedelmi Kft.
EKR000499192022,,,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,10941362244,Nem,Nem,U - Közjogi intézmény,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,K2261 MAN típusú alkatrészek beszerzése,Árubeszerzés,100000000.0,HUF,34300000-0,34300000-0,HU110,Igen,Nem,Igen,Nem,Igen,,2022-08-01,1.0,Nem,MAN Kamion és Busz Kereskedelmi Kft.,"12003653244,HU12003653,13-09-069173",HUN_2330_Dunaharaszti_Csonka János Utca 2,Nem,100000000.0,HUF,100000000.0,HUF,Nem,,,Nem,Nem,Nincs adat,16706/2022,2022/S 153-437108,2022-08-10,Tájékoztató az eljárás eredményéről,-9 days,22047,BKM Budapesti Közművek Nonprofit Zártkörűen Működő Részvénytársaság,MAN Kamion és Busz Kereskedelmi Kft.
