Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000116912022,,,Derecske Város Önkormányzata,15728427209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Derecske belterületi utak építése ,Építési beruházás,123509000.0,HUF,45233228-3,45233252-0|45221250-9,HU321,Igen,Nem,Igen,Nem,Igen,,2022-05-17,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,109390706.0,HUF,123509000.0,HUF,Igen,"Balczó Sándor egyéni vállalkozó, 44672371-2-24",,Nem,Nem,Nincs adat,10280/2022,,2022-05-18,Tájékoztató az eljárás eredményéről,-1 days,20834,Derecske Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000196682022,,,Országos Vízügyi Főigazgatóság,15796019241,Nem,Nem,U - Nemzeti vagy szövetségi iroda/hivatal,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,OVF - SZÉVÍZ - Kivitelezés,Építési beruházás,544800000.0,HUF,45240000-1,71245000-7|45252124-3,HU223,Igen,Nem,Igen,Igen,Igen,,2022-08-09,4.0,Nem, SZABADICS Építőipari Zártkörűen Működő Részvénytársaság ,"13748429220,HU13748429",HUN_8800_Nagykanizsa_Király Utca 4.,Nem,,HUF,544800000.0,HUF,Igen,Lásd: VI.1.10) További információk pontban.,Lásd: VI.1.10) További információk pontban.,Nem,Nem,Nincs adat,17189/2022,2022/S 155-439641,2022-08-12,Tájékoztató az eljárás eredményéről,-3 days,21028,Országos Vízügyi Főigazgatóság, SZABADICS Építőipari Zártkörűen Működő Részvénytársaság 
EKR000223092022,,,Jászárokszállás Város Önkormányzata,15732846216,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Jászárokszállási külterületi út fejlesztése       ,Építési beruházás,207468988.0,HUF,45233228-3,45233123-7|45233228-3,HU322,Igen,Nem,Igen,Igen,Igen,,2022-08-11,12.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,226506907.0,HUF,207468988.0,HUF,Igen,-,-,Nem,Nem,Nincs adat,17490/2022,,2022-08-16,Tájékoztató az eljárás eredményéről,-5 days,21080,Jászárokszállás Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000212672022,,,Ajka Város Önkormányzata,15734185219,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Ajka, Feketegyémánt utca felújítása ",Építési beruházás,117781764.0,HUF,45221250-9,45221250-9,HU213,Igen,Nem,Igen,Nem,Igen,,2022-05-11,5.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,117502550.0,HUF,117781764.0,HUF,Igen,Az ajánlat benyújtásakor még nem ismert.,,Nem,Nem,Nincs adat,9936/2022,,2022-05-16,Tájékoztató az eljárás eredményéről,-5 days,21150,Ajka Város Önkormányzata,STRABAG Építő Korlátolt Felelősségű Társaság
EKR000827052018,,,"Velencei-tó és Térsége, Váli-völgy, Vértes Térségi Fejlesztési Tanács",18491139107,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Etyek Alsó út Gasztrosétány ,Építési beruházás,118094192.0,HUF,45221250-9,45112000-5,HU211,Igen,Nem,Igen,Nem,Igen,,2018-12-04,4.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Sóstói Út 7 ,Igen,110229510.0,HUF,118094192.0,HUF,Igen,Nem ismert,,Nem,Nem,Nincs adat,23126/2018,,2018-12-13,Tájékoztató az eljárás eredményéről,-9 days,21165,"Velencei-tó és Térsége, Váli-völgy, Vértes Térségi Fejlesztési Tanács",ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000227872022,,,Ajka Város Önkormányzata,15734185219,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Ajka, Csinger-völgyi kerékpárút kivitelezése",Építési beruházás,299803814.0,HUF,45233162-2,45233162-2,HU213,Igen,Nem,Igen,Igen,Igen,,2022-06-10,2.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,254114600.0,HUF,299803814.0,HUF,Igen,GÁTIBA Energie Kft. 22655976-2-43.,"GÁTIBA Energie Kft. 22655976-2-43. III.1.3) Műszaki, illetve szakmai alkalmasság M.1.b) MV-VI szakember",Nem,Nem,Nincs adat,12326/2022,,2022-06-15,Tájékoztató az eljárás eredményéről,-5 days,21178,Ajka Város Önkormányzata,STRABAG Építő Korlátolt Felelősségű Társaság
EKR000270122022,,,Fertőszentmiklós Városi Önkormányzat,15727990208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Fertőszentmiklósi külterületi utak felújítása,Építési beruházás,45941793.0,HUF,45000000-7,45233142-6|45233229-0|45233220-7,HU221,Igen,Nem,Igen,Igen,Igen,,2022-05-13,9.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,50726831.0,HUF,45941793.0,HUF,Igen,alvállalkozó pontos neve és címe nem ismert,,Nem,Nem,Nincs adat,10113/2022,,2022-05-17,Tájékoztató az eljárás eredményéről,-4 days,21346,Fertőszentmiklós Városi Önkormányzat,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság
EKR000281852022,,,Almásháza  község Önkormányzata,15437596120,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Szennyvízkezelés Almásháza – VP-6-7.2.1.2-16,Építési beruházás,53798780.0,HUF,45000000-7,45000000-7|45232420-2|45252100-9,HU223,Igen,Nem,Igen,Igen,Igen,,2022-05-02,2.0,Nem,Z.E.H. Energetikai és Építőipari Kt,"14609190220,HU14609190",HUN_8341_Mihályfa_Petőfi Utca 29,Igen,53803240.0,HUF,53798780.0,HUF,Igen,"Schmika-Plusz Kft., 14603716-2-02","Schmika-Plusz Kft. 14603716-2-02 Felhívás III.1.3) M1. pontja szerinti ""MV-M"" jogosultságú szakember",Nem,Nem,Nincs adat,9281/2022,,2022-05-05,Tájékoztató az eljárás eredményéről,-3 days,21371,Almásháza  község Önkormányzata,Z.E.H. Energetikai és Építőipari Kft.
EKR000314932022,,,Bodrog Község Önkormányzata,15400860114,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Szennyvízkezelés Bodrog Községben VP-6-7.2.1.2-16,Építési beruházás,243436625.0,HUF,45200000-9,45200000-9|45252100-9|45232420-2,HU232,Igen,Nem,Igen,Igen,Igen,,2022-06-29,2.0,Nem,Z.E.H. Energetikai és Építőipari Kt,"14609190220,HU14609190",HUN_8341_Mihályfa_Petőfi Utca 29,Igen,,HUF,243436625.0,HUF,Igen,"SCHMIKA-PLUSZ Kft. 7800 Siklós, Gyűdi u. 18/b. adószáma: 14603716-2-02","SCHMIKA-PLUSZ Kft. 7800 Siklós, Gyűdi u. 18/b. adószáma: 14603716-2-02, III.1.3) M1.1.) „MV-M” jogosultság Felelős műszaki vezető",Nem,Nem,Nincs adat,13770/2022,,2022-07-05,Tájékoztató az eljárás eredményéről,-6 days,21420,Bodrog Község Önkormányzata,Z.E.H. Energetikai és Építőipari Kft.
EKR000296982022,,,Jákó Község Önkormányzata,15398477214,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Szennyvízkezelés Jákó – VP-6-7.2.1.2-16,Építési beruházás,260480920.0,HUF,45000000-7,45000000-7|45252100-9|45232420-2,HU232,Igen,Nem,Igen,Igen,Igen,,2022-04-27,2.0,Nem,Z.E.H. Energetikai és Építőipari Kt,"14609190220,HU14609190",HUN_8341_Mihályfa_Petőfi Utca 29,Igen,260481830.0,HUF,260480920.0,HUF,Igen,"Schmika-Plusz Kft., 14603716-2-02","Schmika-Plusz Kft. 14603716-2-02 Felhívás III.1.3) M1. pontja szerinti ""MV-M"" jogosultságú szakember",Nem,Nem,Nincs adat,8836/2022,,2022-05-01,Tájékoztató az eljárás eredményéről,-4 days,21482,Jákó Község Önkormányzata,Z.E.H. Energetikai és Építőipari Kft.
EKR000385242022,,,Lébény Város Önkormányzata,15727952208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Lébény, belterületi vízrendezés rekonstrukció",Építési beruházás,70469932.0,HUF,45232450-1,45232450-1|45233120-6,HU221,Igen,Nem,Igen,Igen,Igen,,2022-07-14,3.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,70469932.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,15171/2022,,2022-07-19,Tájékoztató az eljárás eredményéről,-5 days,21641,Lébény Város Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000390512022,,,Nagykovácsi Nagyközség Önkormányzata,15730198213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Felszíni csapadékvíz-elv. létesítmények fejlesztés,Építési beruházás,228074830.0,HUF,45000000-7,45111200-0|45000000-7|45221250-9|45220000-5,HU110,Igen,Nem,Igen,Nem,Igen,,2022-05-09,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,228074830.0,HUF,Igen,Még nem ismert,-,Nem,Nem,Nincs adat,9778/2022,,2022-05-12,Tájékoztató az eljárás eredményéről,-3 days,21650,Nagykovácsi Nagyközség Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000418562022,,,Baracs Község Önkormányzata,15727103207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Baracs-Nagyvenyim külterületi helyi közút fejleszt,Építési beruházás,182804400.0,HUF,45000000-7,45233200-1|45233120-6,HU211,Igen,Nem,Igen,Igen,Igen,,2022-08-24,7.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,211646702.0,HUF,182804400.0,HUF,Igen,Még nem ismertek,,Nem,Nem,Nem,18327/2022,,2022-08-29,Tájékoztató az eljárás eredményéről,-5 days,21780,Baracs Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000435112022,,,Alsószenterzsébet-Felsőszenterzsébet-Kerkafalva-Kerkakutas-Magyarföld Önkormányzati Szennyvízkezelési Társulás,15837594120,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Szennyvízkezelés – VP-6-7.2.1.2-16,Építési beruházás,129864324.0,HUF,45000000-7,45252100-9|45000000-7|45232420-2,HU223,Igen,Nem,Igen,Igen,Igen,,2022-06-23,2.0,Nem,Z.E.H. Energetikai és Építőipari Kt,"14609190220,HU14609190",HUN_8341_Mihályfa_Petőfi Utca 29,Igen,129869158.0,HUF,129864324.0,HUF,Igen,Schmika-Plusz Kft. 14603716-2-02,"Schmika-Plusz Kft. 14603716-2-02 Felhívás III.1.3) M1. pontja szerinti ""MV-M"" jogosultságú szakember",Nem,Nem,Nincs adat,13416/2022,,2022-06-28,Tájékoztató az eljárás eredményéről,-5 days,21803,Alsószenterzsébet-Felsőszenterzsébet-Kerkafalva-Kerkakutas-Magyarföld Önkormányzati Szennyvízkezelési Társulás,Z.E.H. Energetikai és Építőipari Kft.
EKR000463942022,,,Veresegyház Város Önkormányzata,15730576213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Veresegyház, Álomhegyi tó völgyzáró gát építése",Építési beruházás,120724982.0,HUF,45111000-8,45247200-2|45247230-1|45247000-0|45243510-0|45112200-7|45111000-8,HU120,Igen,Nem,Igen,Nem,Igen,,2022-05-17,3.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,120724982.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,10370/2022,,2022-05-19,Tájékoztató az eljárás eredményéről,-2 days,21850,Veresegyház Város Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000519102022,,,Vésztő Város Önkormányzata,15725352204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Külterületi helyi közutak fejlesztése Vésztőn,Építési beruházás,81933977.0,HUF,45233120-6,45233120-6,HU332,Igen,Nem,Igen,Igen,Igen,,2022-08-12,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,81933977.0,HUF,Igen,Balczó Sándor egyéni vállalkozó 44672371-2-24,Balczó Sándor egyéni vállalkozó 44672371-2-24 III.1.3.) M2. alkalmassági minimumkövetelmény,Nem,Nem,Nincs adat,17577/2022,,2022-08-16,Tájékoztató az eljárás eredményéről,-4 days,22084,Vésztő Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000581752022,,,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,14539262213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,"Fót, Hársfa u., útépítési feladatok",Építési beruházás,310859416.0,HUF,45000000-7,45000000-7,HU120,Nem,Nem,Igen,Nem,Igen,,2022-06-21,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,310859416.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,13096/2022,2022/S 125-351821,2022-07-01,Tájékoztató az eljárás eredményéről,-10 days,22239,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000582092022,,,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,14539262213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,"Fót, Kossuth u. útépítési feladatok",Építési beruházás,73311266.0,HUF,45000000-7,45000000-7,HU120,Nem,Nem,Igen,Nem,Igen,,2022-06-21,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,73311266.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,13095/2022,2022/S 125-351813,2022-07-01,Tájékoztató az eljárás eredményéről,-10 days,22257,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000769202022,,,Sárosd Nagyközség Önkormányzata,15727323207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tükröspusztai bekötőút felújítása,Építési beruházás,122876810.0,HUF,45233142-6,45233120-6|45233142-6,HU211,Igen,Nem,Igen,Igen,Igen,,2022-08-10,3.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,145581125.0,HUF,122876810.0,HUF,Igen,Nem ismert. ,Nem releváns. ,Nem,Nem,Nincs adat,17260/2022,,2022-08-14,Tájékoztató az eljárás eredményéről,-4 days,22843,Sárosd Nagyközség Önkormányzata,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000771722022,,,Rácalmás Város Önkormányzat,15727206207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Venyimi út -útépítés, csapadékvíz elvezetés",Építési beruházás,196469745.0,HUF,45233120-6,45223300-9|45233120-6|45232130-2,HU211,Igen,Nem,Igen,Nem,Igen,,2022-07-22,5.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,226738066.0,HUF,196469745.0,HUF,Nem,,,Nem,Nem,Nincs adat,15867/2022,,2022-08-02,Tájékoztató az eljárás eredményéről,-11 days,22856,Rácalmás Város Önkormányzat,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000874632022,,,Zsadány Község Önkormányzata,15344739104,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Zsadány-Béke u. kerékpárút ép. Petőfi-Vörösm u. k.,Építési beruházás,28950000.0,HUF,45233162-2,45233162-2,HU332,Igen,Nem,Igen,Nem,Igen,,2022-07-18,2.0,Nem,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság,"14300327244,HU14300327",HUN_1016_Budapest_Mészáros Utca 13.,Nem,23562000.0,HUF,28950000.0,HUF,Igen,Alvállalkozók ajánlat benyújtásának időpontjában nem ismertek. ,,Nem,Nem,Nincs adat,15483/2022,,2022-07-20,Tájékoztató az eljárás eredményéről,-2 days,23175,Zsadány Község Önkormányzata,SWIETELSKY Magyarország Korlátolt Felelősségű Társaság
EKR000842332022,,,Zalacsány község Önkormányzata,15432577220,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Külterületi helyi közutak fejlesztése Zalacsányban,Építési beruházás,73584520.0,HUF,45000000-7,45233252-0|45247112-8,HU223,Igen,Nem,Igen,Igen,Igen,,2022-08-15,3.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,77467560.0,HUF,73584520.0,HUF,Nem,Ajánlattevő nem nevezte meg az alvállalkozóit.,,Nem,Nem,Nincs adat,17560/2022,,2022-08-17,Tájékoztató az eljárás eredményéről,-2 days,23194,Zalacsány község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000870612022,,,Dunakiliti Község Önkormányzata,15366894208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),építési beruházás (útépítés),Építési beruházás,66330066.0,HUF,45233000-9,45233000-9,HU221,Igen,Nem,Igen,Igen,Igen,,2022-08-02,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,66330066.0,HUF,Igen,ez eljárás jelen szakaszában nem ismert,,Nem,Nem,Nincs adat,16632/2022,,2022-09-04,Tájékoztató az eljárás eredményéről,-33 days,23242,Dunakiliti Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000880792022,,,Ligetfalva község Önkormányzata,15558334120,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Szennyvízkezelés Ligetfalva – VP-6-7.2.1.2-16,Építési beruházás,88811783.0,HUF,45000000-7,45232420-2|45000000-7|45252100-9,HU223,Igen,Nem,Igen,Igen,Igen,,2022-08-24,2.0,Nem,Z.E.H. Energetikai és Építőipari Kt,"14609190220,HU14609190",HUN_8341_Mihályfa_Petőfi Utca 29,Igen,88812832.0,HUF,88811783.0,HUF,Igen,Schmika-Plusz Kft. 14603716-2-02,"Schmika-Plusz Kft. 14603716-2-02 Felhívás III.1.3) M1.1. pontja szerinti ""MV-M"" jogosultságú szakember",Nem,Nem,Nincs adat,18345/2022,,2022-08-28,Tájékoztató az eljárás eredményéről,-4 days,23327,Ligetfalva község Önkormányzata,Z.E.H. Energetikai és Építőipari Kft.
EKR000976202022,,,Egri Szakképzési Centrum,15831938210,Nem,Nem,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Lapostetők felújítása (Sárvári),Építési beruházás,19510000.0,HUF,45453100-8,45261910-6,HU312,Igen,Nem,Igen,Nem,Igen,,2022-10-17,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,19619961.0,HUF,19510000.0,HUF,Nem,,,Nem,Nem,Nincs adat,22963/2022,,2022-10-25,Tájékoztató az eljárás eredményéről,-8 days,23482,Heves Megyei Szakképzési Centrum,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000979742022,,,"""FIZ"" Felsőzsolcai Ipari Zóna Befektetési, Ingatlanforgalmazási és Szolgáltató Kft.",12500844205,Nem,Nem,N - Támogatott szervezet [Kbt. 5. § (2) bekezdés],KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Ipari Park fejlesztése Felsőzsolcán,Építési beruházás,103500000.0,HUF,45000000-7,45232451-8|45233120-6|45221250-9,HU311,Igen,Nem,Igen,Igen,Igen,,2022-09-01,5.0,Nem,STRABAG Építő Korlátolt Felelősségű Társaság,"12961555443,01-09-728620",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,151293380.0,HUF,103500000.0,HUF,Igen,"TPA HU Korlátolt Felelősségű Társaság (1117 Budapest, Gábor Dénes u. 2. (Infopark D épület)) 12278961-4-43","TPA HU Korlátolt Felelősségű Társaság (1117 Budapest, Gábor Dénes u. 2. (Infopark D épület)) 12278961-4-43, AF III.1.3)Műszaki, illetve szakmai alkalmasság:M/2.2 pontja",Nem,Nem,Nincs adat,19834/2022,,2022-09-29,Tájékoztató az eljárás eredményéről,-28 days,23585,"""FIZ"" Felsőzsolcai Ipari Zóna Befektetési, Ingatlanforgalmazási és Szolgáltató Kft.",STRABAG Építő Korlátolt Felelősségű Társaság
EKR001019292022,,,Szeged Megyei Jogú Város Önkormányzata,15735629206,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szeged-Budapesti krt. burkolatrekonstrukciós munka,Építési beruházás,55799871.0,HUF,45000000-7,45000000-7|45233220-7,HU333,Igen,Nem,Igen,Nem,Igen,,2022-09-23,6.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,77718888.0,HUF,55799871.0,HUF,Igen,Jelenleg nincs ismert alvállalkozó,,Nem,Nem,Nincs adat,20820/2022,,2022-09-29,Tájékoztató az eljárás eredményéről,-6 days,23694,Szeged Megyei Jogú Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR001097382022,,,Belváros-Lipótváros Budapest Főváros V. kerület Önkormányzat,15735681241,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,Hild téri játszótér és környéke megújítása,Építési beruházás,142973526.0,HUF,45000000-7,45000000-7,HU110,Nem,Nem,Igen,Nem,Igen,,2022-09-05,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,142973526.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,19075/2022,2022/S 177-499886,2022-09-14,Tájékoztató az eljárás eredményéről,-9 days,23780,Belváros-Lipótváros Budapest Főváros V. kerület Önkormányzat,Penta Általános Építőipari Korlátolt Felelősségű Társaság
