Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR001102572021,,,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,11906522241,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"87-89. számú főút, Szombathely elkerülő szakasz",Építési beruházás,36708859774.0,HUF,45000000-7,71320000-7|45233228-3|45221111-3|45233128-2,HU222,Igen,Nem,Igen,Nem,Igen,,2022-02-01,3.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,36708859774.0,HUF,Igen,"Züblin Építőipari Beruházási és Szolgáltató Korlátolt  Felelősségű Társaság (1117 Budapest, Gábor Dénes utca 2.  (Infopark D épület)10786589-4-43","Züblin Építőipari Beruházási és Szolgáltató Korlátolt Felelősségű Társaság (1117 Budapest, Gábor Dénes utca 2.(Infopark D épület) III.1.1) NY.1), III.1.3) M2.4., 10786589-4-43",Nem,Nem,Nincs adat,2249/2022,2022/S 030-073374,2022-02-10,Tájékoztató az eljárás eredményéről,-9 days,16949,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR001112892021,,,Vértesacsa Község Önkormányzata,15727086207,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Vértesacsa 486659 azonosító számú Vis maior,Építési beruházás,54735000.0,HUF,45454100-5,45252124-3,HU211,Igen,Nem,Igen,Nem,Igen,,2021-11-11,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,48730000.0,HUF,54735000.0,HUF,Igen,,,Nem,Nem,Nincs adat,22592/2021,,2021-11-15,Tájékoztató az eljárás eredményéről,-4 days,16974,Vértesacsa Község Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR001155062021,,,Tiszafüred Város Önkormányzata,15733108216,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tiszafüred kiállító tereinek fejlesztése,Építési beruházás,82924900.0,HUF,45212300-9,45332200-5|45331100-7|45350000-5|45421130-4|45320000-6|45311200-2|34928500-3|45111100-9|45442110-1|45210000-2|45214000-0|45213316-1|45223300-9,HU322,Igen,Nem,Igen,Igen,Igen,,2022-01-13,3.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,79024722.0,HUF,82924900.0,HUF,Igen,"Ara-Terv Betéti Társaság, 22872339-1-09","Ara-Terv Betéti Társaság, 22872339-1-09 III.1.3.) M.2.1.",Nem,Nem,Nincs adat,1146/2022,,2022-01-19,Tájékoztató az eljárás eredményéről,-6 days,17330,Tiszafüred Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR001366082021,,,Alsóörs Község Önkormányzata|Felsőörs község Önkormányzata,15734013219|15734116219,Igen,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Alsóörs, kerékpárút építés II. ütem",Építési beruházás,89947050.0,HUF,45233162-2,45233162-2,HU213,Igen,Nem,Igen,Igen,Igen,,2022-04-08,8.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,82167097.0,HUF,89947050.0,HUF,Igen,Ajánlattételkor nem ismert,nem releváns,Nem,Nem,Nincs adat,7560/2022,,2022-04-13,Tájékoztató az eljárás eredményéről,-5 days,18419,Alsóörs Község Önkormányzata|Felsőörs község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR001446122021,,,BKK Budapesti Közlekedési Központ Zártkörűen Működő Részvénytársaság,23028966444,Nem,Nem,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Budapest XIV. ker. Vezér utca felújítása ,Építési beruházás,817904538.0,HUF,45233120-6,45233120-6|45231400-9|45232210-7|45233140-2|45233290-8|45233221-4|45233228-3|45247130-0,HU110,Igen,Nem,Igen,Nem,Igen,,2022-05-25,5.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,817904538.0,HUF,Igen,az ajánlat benyújtásakor nem ismert,,Nem,Nem,Nincs adat,11132/2022,2022/S 108-303928,2022-06-07,Tájékoztató az eljárás eredményéről,-13 days,18756,BKK Budapesti Közlekedési Központ Zártkörűen Működő Részvénytársaság,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR001543812021,,,Esztár Község Önkormányzata,15728829209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Belterületi vízrendezés Esztár községben,Építési beruházás,78999169.0,HUF,45232452-5,45232410-9,HU321,Igen,Nem,Igen,Igen,Igen,,2022-05-10,9.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,111102207.0,HUF,78999169.0,HUF,Igen,Balczó Sándor e.v. ( 5540 Szarvas Malom utca 17.1.a.) 44672371-2-24,,Nem,Nem,Nincs adat,9891/2022,,2022-05-15,Tájékoztató az eljárás eredményéről,-5 days,19267,Esztár Község Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000780872018,,,Szegedi Környezetgazdálkodási Nonprofit Kft.,18455058206,Nem,Nem,U - Egyéb típus:,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útkarbantartás,Építési beruházás,299999999.0,HUF,45233141-9,45233142-6,HU333,Igen,Nem,Igen,Nem,Igen,,2018-11-12,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73. ,Nem,299999999.0,HUF,299999999.0,HUF,Igen,Nem ismert,,Nem,Nem,Nincs adat,21265/2018,,2018-11-19,Tájékoztató az eljárás eredményéről,-7 days,19451,Szegedi Környezetgazdálkodási Nonprofit Kft.,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR001610712021,,,Esztergom Város Önkormányzat,15729600211,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útfelújítások - keretszerződés,Építési beruházás,299990000.0,HUF,45233142-6,45233140-2|45233142-6|45233141-9|45233320-8|45233220-7,HU212,Igen,Nem,Igen,Nem,Igen,,2022-04-06,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,299990000.0,HUF,299990000.0,HUF,Nem,,,Nem,Nem,Nincs adat,7184/2022,,2022-04-12,Tájékoztató az eljárás eredményéről,-6 days,19582,Esztergom Város Önkormányzat,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR001656802021,,,Társadalmi Infrastruktúra Fejlesztő Nonprofit Korlátolt Felelősségű Társaság,18549878242,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Gólyafészek Otthon, Karcag - kivitelezés",Építési beruházás,59876800.0,HUF,45000000-7,45000000-7|45261410-1|45421131-1,HU322,Igen,Nem,Igen,Nem,Igen,,2021-12-28,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,36219407.0,HUF,59876800.0,HUF,Igen,,,Nem,Nem,Nincs adat,26666/2021,,2022-01-05,Tájékoztató az eljárás eredményéről,-8 days,19805,Társadalmi Infrastruktúra Fejlesztő Nonprofit Korlátolt Felelősségű Társaság,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR001749632021,,,Komádi Városi Önkormányzat,15728458209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Fő u. 81.szám(1916 hrsz.)közösségi tér kivitelezés,Építési beruházás,72047100.0,HUF,45210000-2,45210000-2,HU321,Igen,Nem,Igen,Nem,Igen,,2022-01-18,3.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,72047100.0,HUF,72047100.0,HUF,Igen,"Ara-Terv Bt. (4031 Debrecen, Ond utca 6.) 22872339-1-09",,Nem,Nem,Nincs adat,1310/2022,,2022-01-19,Tájékoztató az eljárás eredményéről,-1 days,20237,Komádi Városi Önkormányzat,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000033402022,2,"Épület felújítási, karbantartási munkák II.",Békés Megyei Kormányhivatal,15789264204,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"BÉMKH épületeinek felújítási, karbantartási munkái",Építési beruházás,89837496.0,HUF,45453100-8,45400000-1|45210000-2|45300000-0|45453100-8,HU332,Igen,Nem,Igen,Nem,Igen,,2022-03-16,5.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,29945832.0,HUF,Nem,,,Nem,Nem,Nincs adat,5418/2022,,2022-03-21,Tájékoztató az eljárás eredményéről,-5 days,20422,Békés Megyei Kormányhivatal,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000033402022,3,"Épület felújítási, karbantartási munkák III.",Békés Megyei Kormányhivatal,15789264204,Nem,Nem,N - Regionális/helyi szintű,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"BÉMKH épületeinek felújítási, karbantartási munkái",Építési beruházás,89837496.0,HUF,45453100-8,45453100-8|45300000-0|45400000-1|45210000-2,HU332,Igen,Nem,Igen,Nem,Igen,,2022-03-16,5.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,29945832.0,HUF,Nem,,,Nem,Nem,Nincs adat,5418/2022,,2022-03-21,Tájékoztató az eljárás eredményéről,-5 days,20423,Békés Megyei Kormányhivatal,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000071172022,2,2. régió  ,Magyar Posta Zártkörűen Működő Részvénytársaság,10901232244,Nem,Nem,,KO - Postai szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Épített mobil indítópontok kialakítása II.,Építési beruházás,249750007.0,HUF,45211350-7,45211350-7,HU321|HU332|HU331|HU333,Igen,Nem,Igen,Nem,Igen,,2022-07-22,4.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,249750007.0,HUF,Igen,"ARA-TERV Ipari és Szolgáltató Betéti Társaság (4031 M.2.1. Debrecen, Ond utca 6., adószáma: 22872339-2-09)","ARA-TERV Ipari és Szolgáltató Betéti Társaság (4031 M.2.1. Debrecen, Ond utca 6., adószáma: 22872339-2-09), III.1.3.) M.2.1.",Nem,Nem,Nincs adat,15922/2022,2022/S 146-419103,2022-08-01,Tájékoztató az eljárás eredményéről,-10 days,20557,Magyar Posta Zártkörűen Működő Részvénytársaság,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000116912022,,,Derecske Város Önkormányzata,15728427209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Derecske belterületi utak építése ,Építési beruházás,123509000.0,HUF,45233228-3,45233252-0|45221250-9,HU321,Igen,Nem,Igen,Nem,Igen,,2022-05-17,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,109390706.0,HUF,123509000.0,HUF,Igen,"Balczó Sándor egyéni vállalkozó, 44672371-2-24",,Nem,Nem,Nincs adat,10280/2022,,2022-05-18,Tájékoztató az eljárás eredményéről,-1 days,20834,Derecske Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000223092022,,,Jászárokszállás Város Önkormányzata,15732846216,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Jászárokszállási külterületi út fejlesztése       ,Építési beruházás,207468988.0,HUF,45233228-3,45233123-7|45233228-3,HU322,Igen,Nem,Igen,Igen,Igen,,2022-08-11,12.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,226506907.0,HUF,207468988.0,HUF,Igen,-,-,Nem,Nem,Nincs adat,17490/2022,,2022-08-16,Tájékoztató az eljárás eredményéről,-5 days,21080,Jászárokszállás Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000827052018,,,"Velencei-tó és Térsége, Váli-völgy, Vértes Térségi Fejlesztési Tanács",18491139107,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Etyek Alsó út Gasztrosétány ,Építési beruházás,118094192.0,HUF,45221250-9,45112000-5,HU211,Igen,Nem,Igen,Nem,Igen,,2018-12-04,4.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Sóstói Út 7 ,Igen,110229510.0,HUF,118094192.0,HUF,Igen,Nem ismert,,Nem,Nem,Nincs adat,23126/2018,,2018-12-13,Tájékoztató az eljárás eredményéről,-9 days,21165,"Velencei-tó és Térsége, Váli-völgy, Vértes Térségi Fejlesztési Tanács",ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000385242022,,,Lébény Város Önkormányzata,15727952208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),"Lébény, belterületi vízrendezés rekonstrukció",Építési beruházás,70469932.0,HUF,45232450-1,45232450-1|45233120-6,HU221,Igen,Nem,Igen,Igen,Igen,,2022-07-14,3.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,70469932.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,15171/2022,,2022-07-19,Tájékoztató az eljárás eredményéről,-5 days,21641,Lébény Város Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000390512022,,,Nagykovácsi Nagyközség Önkormányzata,15730198213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Felszíni csapadékvíz-elv. létesítmények fejlesztés,Építési beruházás,228074830.0,HUF,45000000-7,45111200-0|45000000-7|45221250-9|45220000-5,HU110,Igen,Nem,Igen,Nem,Igen,,2022-05-09,2.0,Nem,STRABAG Általános Építő Korlátolt Felelősségű Társaság,"11705053444,01-09-930940",HUN_1117_Budapest_Gábor Dénes (Infopark D épület) Utca 2.,Nem,,HUF,228074830.0,HUF,Igen,Még nem ismert,-,Nem,Nem,Nincs adat,9778/2022,,2022-05-12,Tájékoztató az eljárás eredményéről,-3 days,21650,Nagykovácsi Nagyközség Önkormányzata,STRABAG Általános Építő Korlátolt Felelősségű Társaság
EKR000418562022,,,Baracs Község Önkormányzata,15727103207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Baracs-Nagyvenyim külterületi helyi közút fejleszt,Építési beruházás,182804400.0,HUF,45000000-7,45233200-1|45233120-6,HU211,Igen,Nem,Igen,Igen,Igen,,2022-08-24,7.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,211646702.0,HUF,182804400.0,HUF,Igen,Még nem ismertek,,Nem,Nem,Nem,18327/2022,,2022-08-29,Tájékoztató az eljárás eredményéről,-5 days,21780,Baracs Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000463942022,,,Veresegyház Város Önkormányzata,15730576213,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Veresegyház, Álomhegyi tó völgyzáró gát építése",Építési beruházás,120724982.0,HUF,45111000-8,45247200-2|45247230-1|45247000-0|45243510-0|45112200-7|45111000-8,HU120,Igen,Nem,Igen,Nem,Igen,,2022-05-17,3.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,120724982.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,10370/2022,,2022-05-19,Tájékoztató az eljárás eredményéről,-2 days,21850,Veresegyház Város Önkormányzata,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000519102022,,,Vésztő Város Önkormányzata,15725352204,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Külterületi helyi közutak fejlesztése Vésztőn,Építési beruházás,81933977.0,HUF,45233120-6,45233120-6,HU332,Igen,Nem,Igen,Igen,Igen,,2022-08-12,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,81933977.0,HUF,Igen,Balczó Sándor egyéni vállalkozó 44672371-2-24,Balczó Sándor egyéni vállalkozó 44672371-2-24 III.1.3.) M2. alkalmassági minimumkövetelmény,Nem,Nem,Nincs adat,17577/2022,,2022-08-16,Tájékoztató az eljárás eredményéről,-4 days,22084,Vésztő Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000581752022,,,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,14539262213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,"Fót, Hársfa u., útépítési feladatok",Építési beruházás,310859416.0,HUF,45000000-7,45000000-7,HU120,Nem,Nem,Igen,Nem,Igen,,2022-06-21,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,310859416.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,13096/2022,2022/S 125-351821,2022-07-01,Tájékoztató az eljárás eredményéről,-10 days,22239,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000582092022,,,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,14539262213,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Keretmegállapodás alapján írásbeli konzultáció,"Fót, Kossuth u. útépítési feladatok",Építési beruházás,73311266.0,HUF,45000000-7,45000000-7,HU120,Nem,Nem,Igen,Nem,Igen,,2022-06-21,1.0,Nem,Penta Általános Építőipari Korlátolt Felelősségű Társaság,"10452556244,HU10452556",HUN_2100_Gödöllő_Kenyérgyári Út 1/E.,Igen,,HUF,73311266.0,HUF,Igen,Még nem ismert.,,Nem,Nem,Nincs adat,13095/2022,2022/S 125-351813,2022-07-01,Tájékoztató az eljárás eredményéről,-10 days,22257,Fóti Közszolgáltató Közhasznú Nonprofit Kft.,Penta Általános Építőipari Korlátolt Felelősségű Társaság
EKR000769202022,,,Sárosd Nagyközség Önkormányzata,15727323207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tükröspusztai bekötőút felújítása,Építési beruházás,122876810.0,HUF,45233142-6,45233120-6|45233142-6,HU211,Igen,Nem,Igen,Igen,Igen,,2022-08-10,3.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,145581125.0,HUF,122876810.0,HUF,Igen,Nem ismert. ,Nem releváns. ,Nem,Nem,Nincs adat,17260/2022,,2022-08-14,Tájékoztató az eljárás eredményéről,-4 days,22843,Sárosd Nagyközség Önkormányzata,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000771722022,,,Rácalmás Város Önkormányzat,15727206207,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"Venyimi út -útépítés, csapadékvíz elvezetés",Építési beruházás,196469745.0,HUF,45233120-6,45223300-9|45233120-6|45232130-2,HU211,Igen,Nem,Igen,Nem,Igen,,2022-07-22,5.0,Nem,ÚTÉPPARK Útépítő és Mélyépítő Kft.,"24105099207,24105099",HUN_8000_Székesfehérvár_Szlovák Utca 6,Igen,226738066.0,HUF,196469745.0,HUF,Nem,,,Nem,Nem,Nincs adat,15867/2022,,2022-08-02,Tájékoztató az eljárás eredményéről,-11 days,22856,Rácalmás Város Önkormányzat,ÚTÉPPARK Útépítő és Mélyépítő Kft.
EKR000842332022,,,Zalacsány község Önkormányzata,15432577220,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Külterületi helyi közutak fejlesztése Zalacsányban,Építési beruházás,73584520.0,HUF,45000000-7,45233252-0|45247112-8,HU223,Igen,Nem,Igen,Igen,Igen,,2022-08-15,3.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,77467560.0,HUF,73584520.0,HUF,Nem,Ajánlattevő nem nevezte meg az alvállalkozóit.,,Nem,Nem,Nincs adat,17560/2022,,2022-08-17,Tájékoztató az eljárás eredményéről,-2 days,23194,Zalacsány község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000870612022,,,Dunakiliti Község Önkormányzata,15366894208,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),építési beruházás (útépítés),Építési beruházás,66330066.0,HUF,45233000-9,45233000-9,HU221,Igen,Nem,Igen,Igen,Igen,,2022-08-02,4.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,,HUF,66330066.0,HUF,Igen,ez eljárás jelen szakaszában nem ismert,,Nem,Nem,Nincs adat,16632/2022,,2022-09-04,Tájékoztató az eljárás eredményéről,-33 days,23242,Dunakiliti Község Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
EKR000976202022,,,Egri Szakképzési Centrum,15831938210,Nem,Nem,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Lapostetők felújítása (Sárvári),Építési beruházás,19510000.0,HUF,45453100-8,45261910-6,HU312,Igen,Nem,Igen,Nem,Igen,,2022-10-17,2.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,19619961.0,HUF,19510000.0,HUF,Nem,,,Nem,Nem,Nincs adat,22963/2022,,2022-10-25,Tájékoztató az eljárás eredményéről,-8 days,23482,Heves Megyei Szakképzési Centrum,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR001019292022,,,Szeged Megyei Jogú Város Önkormányzata,15735629206,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szeged-Budapesti krt. burkolatrekonstrukciós munka,Építési beruházás,55799871.0,HUF,45000000-7,45000000-7|45233220-7,HU333,Igen,Nem,Igen,Nem,Igen,,2022-09-23,6.0,Nem,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,"14904134244,HU14904134",HUN_1113_Budapest_Bocskai Út 73.,Nem,77718888.0,HUF,55799871.0,HUF,Igen,Jelenleg nincs ismert alvállalkozó,,Nem,Nem,Nincs adat,20820/2022,,2022-09-29,Tájékoztató az eljárás eredményéről,-6 days,23694,Szeged Megyei Jogú Város Önkormányzata,Colas Út Építőipari Zártkörűen Működő Részvénytársaság
