Eljárás EKR azonosító,Rész száma,Rész megnevezése,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,A szerződés közös közbeszerzés formájában valósul meg,A szerződést központi beszerző szerv ítéli oda,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Fő CPV-kód(ok),További CPV-kód(ok),Teljesítés helye NUTS-kód(ok),Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Eredménytelenség oka,Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,A szerződést gazdasági szereplők csoportosulása nyerte el,Nyertes ajánlattevő neve,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő postai címe,Nyertes ajánlattevő kkv,A szerződés/rész eredetileg becsült összértéke,A szerződés/rész eredetileg becsült összértéke Pénznem,A szerződés/rész végleges összértéke,A szerződés/rész végleges összértéke pénznem ,Alvállalkozók igénybevétele a szerződés teljesítéséhez,"Alvállalkozó(k) megnevezése, adószáma","Alkalmasság igazolásában részt vevő szervezet(ek) megnevezése, adószáma",A hirdetmény keretmegállapodás megkötésére irányul,Dinamikus beszerzési rendszer (DBR) került létrehozásra,A hirdetmény tárgya az ajánlati/részvételi felhívásban közzétett dinamikus beszerzési rendszer lezárása,A hirdetmény Közbeszerzési Értesítő iktatószáma,A hirdetmény TED azonosítója,Hirdetmény közzétételének dátuma,Hirdetmény típus,Hirdetmény és szerződés megkötés között eltelt idő,unique_id,Ajánlatkérő szervezet neve - eredeti,Nyertes ajánlattevő neve - eredeti
EKR000385312021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Mézeshegy és Pipóhegy utcák útépítése",Építési beruházás,148762315.0,HUF,45233228-3,45232450-1|45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2021-08-31,5.0,Nem,"""KUSZI"" Közmű-, Út- és Szolgáltató Ipari Mérnöki Tervező és Kivitelező Korlátolt Felelősségű Társaság","11620444209,HU11620444",HUN_4032_Debrecen_Nagyerdei Krt. 62. B. ép. 2. em. 5.,Igen,,HUF,148762315.0,HUF,Nem,,,Nem,Nem,Nincs adat,17068/2021,2021/S 174-452909,2021-09-08,Tájékoztató az eljárás eredményéről,-8 days,12696,Debrecen Megyei Jogú Város Önkormányzata,"""KUSZI"" Közmű-, Út- és Szolgáltató Ipari Mérnöki Tervező és Kivitelező Korlátolt Felelősségű Társaság"
EKR000490502021,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,EBP II. Mozgásszervi centrum kialakítása,Építési beruházás,297910776.0,HUF,45236290-9,45453100-8,HU110,Igen,Nem,Igen,Nem,Igen,,2021-11-19,3.0,Nem,Nagton Faipari és Kereskedelmi Bt,28454199242,HUN_1162_Budapest _Istráng Utca 48,Igen,283948849.0,HUF,297910776.0,HUF,Igen,"DORVIUSZ INVEST Kft 1122 Budapest, Városmajor utca 16. MV-É Felelős műszaki vezető adószám: 14975499243",,Nem,Nem,Nincs adat,23285/2021,,2021-11-25,Tájékoztató az eljárás eredményéről,-6 days,13608,Budapest Főváros IV. Kerület Újpest Önkormányzata,Nagton Faipari és Kereskedelmi Bt
EKR000504452021,,,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,Nem,Nem,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),M3 vonali raktárak szivattyú és nyomóág javítása,Építési beruházás,197076000.0,HUF,45247110-4,45247110-4,HU11,Igen,Nem,Igen,Nem,Igen,,2021-09-16,2.0,Nem,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság",12972933213,HUN_2120_Dunakeszi_Kézay Simon Utca 5/a,Igen,177700000.0,HUF,197076000.0,HUF,Igen,"TOBA Családi Korlátolt Felelősségű Társaság (székhely: 1043 Budapest, Munkásotthon utca 18-22. tetőszint 48.), adószám: 23549616-2-41","TOBA Családi Korlátolt Felelősségű Társaság (1043 Budapest, Munkásotthon utca 18-22. tetőszint 48.), 23549616-2-41, ajánlati felhívás III.1.3.  M.2.b.: 1 fő épületgépészeti csőhálózat- és berendezés  szerelő",Nem,Nem,Nincs adat,18301/2021,,2021-09-26,Tájékoztató az eljárás eredményéről,-10 days,13632,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,"AQUARING Építő-,Szerelőipari és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000671112018,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Hősök Mauzóleuma műemlék épület felújítása_II,Építési beruházás,38036097.0,HUF,45000000-7,45212314-0,HU321,Igen,Nem,Igen,Nem,Igen,,2018-10-09,1.0,Nem,DRYVIT PROFI Építőipari Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság,"24880521209,HU24880521",HUN_4030_Debrecen_Karabély  Utca 3. ,Igen,32437937.0,HUF,38036097.0,HUF,Igen,"KOZMA-ÉP-GENERÁL Kft., adószáma: 12917501-2-09; KO-PAFER Kft., adószáma: 25058581-2-09; MASTER-FEST Kft., adószáma: 14377248-2-09; VA-VÉ-ÉPKER Bt., adószáma: 22373249-2-09",,Nem,Nem,Nincs adat,19040/2018,,2019-02-18,Tájékoztató az eljárás eredményéről,-132 days,13673,Debrecen Megyei Jogú Város Önkormányzata,DRYVIT PROFI Építőipari Szolgáltató Kereskedelmi Korlátolt Felelősségű Társaság
EKR000552512021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Új bölcsőde létesítése a Postakert városrészben 2.,Építési beruházás,921405540.0,HUF,45000000-7,45210000-2,HU321,Igen,Nem,Igen,Igen,Igen,,2021-12-28,4.0,Nem,"STABIL MÉRNÖKI IRODA, Épitő és Kereskedelmi Korlátolt Felelősségű Társaság","10660368209,HU10660368",HUN_4030_Debrecen_Igric Utca 12.,Igen,,HUF,921405540.0,HUF,Igen,még nem ismertek,,Nem,Nem,Nincs adat,26609/2021,2022/S 002-002178,2022-01-04,Tájékoztató az eljárás eredményéről,-7 days,13956,Debrecen Megyei Jogú Város Önkormányzata,"STABIL MÉRNÖKI IRODA, Épitő és Kereskedelmi Korlátolt Felelősségű Társaság"
EKR000557872021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Köszméte és Ribizli utcák útépítése",Építési beruházás,60265685.0,HUF,45233228-3,45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2021-09-21,8.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,60265685.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242  Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.), Csákány Zsolt e.v (Mályi, Munkás u. 16.) adószám: 55495657-1-25","SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242  Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.) Ajánlati felhívás III.1.3) M1. műszaki alkalmassági követelmény",Nem,Nem,Nincs adat,18553/2021,2021/S 189-490616,2021-09-29,Tájékoztató az eljárás eredményéről,-8 days,13974,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000727442021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Patak és Csermely utcák útépítése",Építési beruházás,25662671.0,HUF,45233228-3,45233252-0|45232450-1,HU321,Igen,Nem,Igen,Nem,Igen,,2021-10-26,4.0,Nem,TBK-Építő Korlátolt Felelősségű Társaság,"23906392205,HU23906392",HUN_4400_Nyíregyháza_Kölcsey F.  Utca 10/A. fszt. 1.,Igen,,HUF,25662671.0,HUF,Igen,Nem ismert.,,Nem,Nem,Nincs adat,21384/2021,2021/S 216-567577,2021-11-08,Tájékoztató az eljárás eredményéről,-13 days,15200,Debrecen Megyei Jogú Város Önkormányzata,TBK-Építő Korlátolt Felelősségű Társaság
EKR000735632021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Konténer bölcsőde létesítése,Építési beruházás,603317245.0,HUF,45210000-2,45350000-5|45223300-9|45215200-9,HU321,Igen,Nem,Igen,Igen,Igen,,2021-11-26,3.0,Nem,TÁRS-95 Acélszerkezet és Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság,"12461866209,HU12461866",HUN_4030_Debrecen_Diószegi Utca 32-34.,Igen,,HUF,603317245.0,HUF,Igen,"RADEL & HAHN Ipari Szolgáltató és Kereskedelmi Zrt. (4028 Debrecen, Kassai u. 92., adószám: 10701489-2-09.)","ADEL & HAHN Ipari Szolgáltató és Kereskedelmi Zrt. (4028 Debrecen, Kassai u. 92., adószám: 10701489-2-09.) - Ajánlati felhívás III.1.3)  M.2) pontja",Nem,Nem,Nincs adat,23901/2021,2021/S 236-620712,2021-12-06,Tájékoztató az eljárás eredményéről,-10 days,15223,Debrecen Megyei Jogú Város Önkormányzata,TÁRS-95 Acélszerkezet és Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság
EKR000763772021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Ny-i kiskörút III.-kerékpárforgalmi létesítmények,Építési beruházás,423845572.0,HUF,45233162-2,45111290-7|45231000-5|45233162-2,HU321,Igen,Nem,Igen,Igen,Igen,,2021-12-20,4.0,Nem,"D-PROFIL Építő, Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság","10680476209,HU10680476",HUN_4030_Debrecen_Ozmán Utca 9,Igen,,HUF,423845572.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,25802/2021,2022/S 001-000123,2022-01-03,Tájékoztató az eljárás eredményéről,-14 days,15277,Debrecen Megyei Jogú Város Önkormányzata,"D-PROFIL Építő, Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság"
EKR000779522021,,,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,Nem,Nem,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aprók Háza - Apraja Falva lapostető felújítás 2.,Építési beruházás,106441554.0,HUF,45300000-0,45300000-0|45261410-1|45312311-0,HU110,Igen,Nem,Igen,Nem,Igen,,2021-07-26,1.0,Nem,Windcollector Magyarország Kft.,"23537608241,HUOOCSZ.01-09-970248",HUN_1027_Budapest_Horvát  Utca  14-24,Igen,100365169.0,HUF,106441554.0,HUF,Nem,,-,Nem,Nem,Nincs adat,14658/2021,,2021-07-29,Tájékoztató az eljárás eredményéről,-3 days,15410,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,Windcollector Magyarország Kft.
EKR000789772021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Régi Városháza épület energetikai korszerűsítése_2,Építési beruházás,2572498406.0,HUF,45112711-2,09331000-8|45442100-8|45453100-8|45430000-0|45111100-9|45315000-8|45350000-5|45321000-3,HU321,Igen,Nem,Igen,Igen,Igen,,2022-02-08,2.0,Nem,HAJDU-ALU Építőipari és Fémszerkezetgyártó Zártkörűen Működő Részvénytársaság,"14503953209,HU14503953",HUN_4034_Debrecen_Vágóhíd Utca 14,Nem,1548232413.0,HUF,2572498406.0,HUF,Igen,Karakterkorlát miatt a VI.1.10. pontban került rögzítésre ,Karakterkorlát miatt a VI.1.10. pontban került rögzítésre ,Nem,Nem,Nincs adat,3016/2022,2022/S 035-086747,2022-02-18,Tájékoztató az eljárás eredményéről,-10 days,15451,Debrecen Megyei Jogú Város Önkormányzata,HAJDU-ALU Építőipari és Fémszerkezetgyártó Zártkörűen Működő Részvénytársaság
EKR000855402021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Balásházy János és Szent Mihály utcák útépítése,Építési beruházás,65429549.0,HUF,45233228-3,45233252-0|45232450-1,HU321,Igen,Nem,Igen,Nem,Igen,,2021-12-22,6.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,65429549.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242 Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.), Csákány Zsolt ev. (Mályi, Munkás u. 16.) adószám: 55495657-1-25","SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242 Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.) Ajánlati felhívás III.1.3) M1. műszaki alkalmassági követelmény",Nem,Nem,Nincs adat,26497/2021,2022/S 001-000124,2022-01-03,Tájékoztató az eljárás eredményéről,-12 days,15882,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000855882021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Legányi utca építése",Építési beruházás,6820000.0,HUF,45233228-3,45233252-0|45232450-1,HU321,Igen,Nem,Igen,Nem,Igen,,2021-11-26,8.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,6820000.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. Adószáma: 20201715-2-09 ; Csákány Zsolt e.v. Adószáma: 55495657-1-25","SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. Adószáma: 20201715-2-09  III.1.3) M.1.)",Nem,Nem,Nincs adat,23818/2021,2021/S 240-629233,2021-12-09,Tájékoztató az eljárás eredményéről,-13 days,15955,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000880482021,,,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Attila 13/A. nyílászáró csere és felújítás,Építési beruházás,48853439.0,HUF,45310000-3,45310000-3,HU110,Igen,Nem,Igen,Nem,Igen,,2021-11-08,2.0,Nem,"Radián Építőipari Tervező, Szervező, Üzemeltető Kft.",10547030213,HUN_2143_Kistarcsa_Mária Utca 36,Igen,46057652.0,HUF,48853439.0,HUF,Nem,,,Nem,Nem,Nincs adat,22535/2021,,2021-11-18,Tájékoztató az eljárás eredményéről,-10 days,16058,Budapest Főváros Vagyonkezelő Központ Zrt.,"Radián Építőipari Tervező, Szervező, Üzemeltető Kft."
EKR000891662021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Mélygarázs létesítése a Sas utcán,Építési beruházás,3698031258.0,HUF,45213312-3,45223310-2,HU321,Igen,Nem,Igen,Igen,Igen,,2022-04-07,2.0,Nem,Hunép Építőipari Zártkörűen Működő Részvénytársaság,"12656770209,HU12656770",HUN_4025_Debrecen_Simonffy Utca 34-36. 8768/1,Nem,2910094076.0,HUF,3698031258.0,HUF,Igen,nem ismert,,Nem,Nem,Nincs adat,7431/2022,2022/S 075-197948,2022-04-15,Tájékoztató az eljárás eredményéről,-8 days,16079,Debrecen Megyei Jogú Város Önkormányzata,Hunép Építőipari Zártkörűen Működő Részvénytársaság
EKR000898982021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Csapszék utca építése",Építési beruházás,27520000.0,HUF,45233228-3,45233252-0|45232450-1,HU321,Igen,Nem,Igen,Nem,Igen,,2021-11-18,5.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,27520000.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. - 4242 Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09; Csákány Zsolt ev. - 3434 Mályi, Munkás u. 16., adószám: 55495657-1-25","III.1.3) M.1.) pont: SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. - 4242 Hajdúhadház, Nyíl utca 22.,adószám: 20201715-2-09 ",Nem,Nem,Nincs adat,23246/2021,2021/S 230-602355,2021-11-28,Tájékoztató az eljárás eredményéről,-10 days,16097,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000912772021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Kartács utca útépítése",Építési beruházás,18916443.0,HUF,45233252-0,45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2021-10-26,2.0,Nem,Octopus-M Generál Építőipari Korlátolt Felelősségű Társaság,"23063613209,HU23063613",HUN_4220_Hajdúböszörmény_Téglási Utca 44.,Igen,,HUF,18916443.0,HUF,Igen,Az ajánlat benyújtásakor még nem ismert.,,Nem,Nem,Nincs adat,21358/2021,2021/S 220-576124,2021-11-11,Tájékoztató az eljárás eredményéről,-16 days,16228,Debrecen Megyei Jogú Város Önkormányzata,Octopus-M Generál Építőipari Korlátolt Felelősségű Társaság
EKR000932862021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Debrecen, Csárda utca IV. és V. ütem útépítése",Építési beruházás,238960044.0,HUF,45233228-3,45232450-1|45233252-0,HU321,Igen,Nem,Igen,Igen,Igen,,2022-07-04,4.0,Nem,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság,"22757937209,HU22757937",HUN_4220_Hajdúböszörmény_Polgári  Utca 13.,Igen,,HUF,238960044.0,HUF,Igen,"Balczó Sándor e.v., adószám: 44672371224- felelős műszaki vezetői feladatok. Az útépítési munka tekintetében az alvállalkozó még nem ismert.",,Nem,Nem,Nincs adat,14219/2022,2022/S 131-372515,2022-07-11,Tájékoztató az eljárás eredményéről,-7 days,16280,Debrecen Megyei Jogú Város Önkormányzata,TÖMB 2002 Szolgáltató Korlátolt Felelősségű Társaság
EKR000979742021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"„Debrecen, Vashámor utca útépítése”",Építési beruházás,21475748.0,HUF,45233228-3,45233252-0,HU321,Igen,Nem,Igen,Nem,Igen,,2022-01-25,6.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,21475748.0,HUF,Igen,"SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242 Hajdúhadház, Nyíl utca 22., adószám: 20201715-2-09.), Csákány Zsolt e. v (Mályi, Munkás u. 16. adószám: 55495657-1-25)","SZAES Ügynöki, Kereskedelmi és Szolgáltató Bt. (4242 Hajdúhadház, Nyíl utca 22.) adószám: 20201715-2-09, Ajánlati felhívás III.1.3) M1. pontja",Nem,Nem,Nincs adat,1863/2022,2022/S 025-059746,2022-02-03,Tájékoztató az eljárás eredményéről,-9 days,16414,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR000722632018,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,"útépítési, közműépítési és egyéb kapcsolódó munkák",Építési beruházás,189016943.0,HUF,45233120-6,45233140-2,HU110,Igen,Nem,Igen,Nem,Igen,,2018-10-16,1.0,Nem,VIA-NORTONIA Építőipari Kft.,11266754243,HUN_1215_Budapest_Vasas Utca 65-67. ,Nem,100000000.0,HUF,189016943.0,HUF,Igen,jelenleg nem ismert,,Nem,Nem,Nincs adat,19444/2018,,2018-12-04,Tájékoztató az eljárás eredményéről,-49 days,16505,Budapest Főváros IV. Kerület Újpest Önkormányzata,VIA-NORTONIA Építőipari Kft.
EKR001062302021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,ÉNYGÖ Infrastruktúra fejlesztés,Építési beruházás,496034962.0,HUF,45233228-3,45233120-6|45111290-7|45310000-3|45233162-2,HU321,Igen,Nem,Igen,Nem,Igen,,2022-06-23,5.0,Nem,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság,"25918454209,HU25918454",HUN_4242_Hajdúhadház_Nyíl Utca 26,Igen,,HUF,496034962.0,HUF,Igen,Csákány Zsolt e.v. adószám: 55495657-1-25; Zöldfény Lámpatelepítő- és Szerviz Kft. adószám: 10340857-2-09; Kádár-Gáz 98 Bt. adószám: 22892887-2-09; TTS Épszer Kft. adószám: 26596064-2-15,Zöldfény Lámpatelepítő- és Szerviz Kft. adószám: 10340857-2-09. - ajánlati felhívás III.1.3) M2 követelmény; Kádár-Gáz 98 Bt. adószám: 22892887-2-09 .- III.1.3) M3 követelmény; TTS Épszer Kft. adószám: 26596064-2-15 - III.1.3) M1 követelmény,Nem,Nem,Nincs adat,13318/2022,2022/S 125-351781,2022-06-30,Tájékoztató az eljárás eredményéről,-7 days,16793,Debrecen Megyei Jogú Város Önkormányzata,VAJDA MÉLYÉPÍTŐ Korlátolt Felelősségű Társaság
EKR001474022021,,,Debrecen Megyei Jogú Város Önkormányzata,15735588209,Nem,Nem,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,„Útburkolati jelek új és felújító festése”,Építési beruházás,20152500.0,HUF,45233221-4,45233221-4,HU321,Igen,Nem,Igen,Nem,Igen,,2022-02-28,4.0,Nem,"""FULL-DOMINO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","14755796209,HU14755796",HUN_4031_Debrecen_Földi János Utca 16/A,Igen,20520000.0,HUF,20152500.0,HUF,Igen,még nem ismert,,Nem,Nem,Nincs adat,4194/2022,2022/S 047-121210,2022-03-08,Tájékoztató az eljárás eredményéről,-8 days,18912,Debrecen Megyei Jogú Város Önkormányzata,"""FULL-DOMINO"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság"
EKR001621062021,,,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Jurányi homlokzat és nyílászárók felújítása,Építési beruházás,11397050.0,HUF,45000000-7,45000000-7,HU110,Igen,Nem,Igen,Nem,Igen,,2022-04-07,2.0,Nem,Rit-Rock KFT.,24393559243,HUN_1204_Budapest_Előd Utca 116,Igen,12156174.0,HUF,11397050.0,HUF,Nem,,,Nem,Nem,Nincs adat,7572/2022,,2022-04-20,Tájékoztató az eljárás eredményéről,-13 days,19154,Budapest Főváros Vagyonkezelő Központ Zrt.,Rit-Rock KFT.
EKR001540682021,,,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,Nem,Nem,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,"Bp., IX. Tagló u. gáz- és fűtési hálózat építés",Építési beruházás,2540255.0,HUF,45310000-3,45310000-3,HU110,Igen,Nem,Igen,Nem,Igen,,2022-04-07,3.0,Nem,Szemper Plusz Építőipari Kft.,"10989373242,HU10989373",HUN_1152_Budapest_Aporháza  Utca 13.,Igen,2597000.0,HUF,2540255.0,HUF,Nem,,,Nem,Nem,Nincs adat,7573/2022,,2022-04-20,Tájékoztató az eljárás eredményéről,-13 days,19164,Budapest Főváros Vagyonkezelő Központ Zrt.,Szemper Plusz Építőipari Kft.
EKR001572292021,,,Budapest Főváros IV. Kerület Újpest Önkormányzata,15735674241,Nem,Nem,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Útépítési munkák - keretszerződés,Építési beruházás,299950000.0,HUF,45233120-6,45233120-6,HU110,Igen,Nem,Igen,Nem,Igen,,2022-05-10,5.0,Nem,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság,13839129243,HUN_1215_Budapest_Vasas Utca 65-67.,Igen,299950000.0,HUF,299950000.0,HUF,Igen,jelenleg nem ismert,,Nem,Nem,Nincs adat,9792/2022,,2022-05-18,Tájékoztató az eljárás eredményéről,-8 days,19321,Budapest Főváros IV. Kerület Újpest Önkormányzata,VIANOVA 87 Közmű és Útépítő Zártkörűen Működő Részvénytársaság
